"date","P1_B_BCap_Blos_BArr__niq","P1_B_BCap_S1los_BArr__niq","P1_B_BCap_S2los_BArr__niq","P1_B_S1Cap_Blos_BArr__niq","P1_B_S1Cap_S1los_BArr__niq","P1_B_S1Cap_S2los_BArr__niq","P1_B_BCap_Blos_S1Arr__niq","P1_B_BCap_S1los_S1Arr__niq","P1_B_BCap_S2los_S1Arr__niq","P1_B_S1Cap_Blos_S1Arr__niq","P1_B_S1Cap_S1los_S1Arr__niq","P1_B_S1Cap_S2los_S1Arr__niq","P1_NS_BCap_Blos_BArr__niq","P1_NS_BCap_S1los_BArr__niq","P1_NS_BCap_S2los_BArr__niq","P1_NS_S1Cap_Blos_BArr__niq","P1_NS_S1Cap_S1los_BArr__niq","P1_NS_S1Cap_S2los_BArr__niq","P1_NS_BCap_Blos_S1Arr__niq","P1_NS_BCap_S1los_S1Arr__niq","P1_NS_BCap_S2los_S1Arr__niq","P1_NS_S1Cap_Blos_S1Arr__niq","P1_NS_S1Cap_S1los_S1Arr__niq","P1_NS_S1Cap_S2los_S1Arr__niq","P1_SG_BCap_Blos_BArr__niq","P1_SG_BCap_S1los_BArr__niq","P1_SG_BCap_S2los_BArr__niq","P1_SG_S1Cap_Blos_BArr__niq","P1_SG_S1Cap_S1los_BArr__niq","P1_SG_S1Cap_S2los_BArr__niq","P1_SG_BCap_Blos_S1Arr__niq","P1_SG_BCap_S1los_S1Arr__niq","P1_SG_BCap_S2los_S1Arr__niq","P1_SG_S1Cap_Blos_S1Arr__niq","P1_SG_S1Cap_S1los_S1Arr__niq","P1_SG_S1Cap_S2los_S1Arr__niq","P1_B_BCap_Blos_BArr__occ","P1_B_BCap_S1los_BArr__occ","P1_B_BCap_S2los_BArr__occ","P1_B_S1Cap_Blos_BArr__occ","P1_B_S1Cap_S1los_BArr__occ","P1_B_S1Cap_S2los_BArr__occ","P1_B_BCap_Blos_S1Arr__occ","P1_B_BCap_S1los_S1Arr__occ","P1_B_BCap_S2los_S1Arr__occ","P1_B_S1Cap_Blos_S1Arr__occ","P1_B_S1Cap_S1los_S1Arr__occ","P1_B_S1Cap_S2los_S1Arr__occ","P1_NS_BCap_Blos_BArr__occ","P1_NS_BCap_S1los_BArr__occ","P1_NS_BCap_S2los_BArr__occ","P1_NS_S1Cap_Blos_BArr__occ","P1_NS_S1Cap_S1los_BArr__occ","P1_NS_S1Cap_S2los_BArr__occ","P1_NS_BCap_Blos_S1Arr__occ","P1_NS_BCap_S1los_S1Arr__occ","P1_NS_BCap_S2los_S1Arr__occ","P1_NS_S1Cap_Blos_S1Arr__occ","P1_NS_S1Cap_S1los_S1Arr__occ","P1_NS_S1Cap_S2los_S1Arr__occ","P1_SG_BCap_Blos_BArr__occ","P1_SG_BCap_S1los_BArr__occ","P1_SG_BCap_S2los_BArr__occ","P1_SG_S1Cap_Blos_BArr__occ","P1_SG_S1Cap_S1los_BArr__occ","P1_SG_S1Cap_S2los_BArr__occ","P1_SG_BCap_Blos_S1Arr__occ","P1_SG_BCap_S1los_S1Arr__occ","P1_SG_BCap_S2los_S1Arr__occ","P1_SG_S1Cap_Blos_S1Arr__occ","P1_SG_S1Cap_S1los_S1Arr__occ","P1_SG_S1Cap_S2los_S1Arr__occ","P1_B_BCap_Blos_BArr__wait","P1_B_BCap_S1los_BArr__wait","P1_B_BCap_S2los_BArr__wait","P1_B_S1Cap_Blos_BArr__wait","P1_B_S1Cap_S1los_BArr__wait","P1_B_S1Cap_S2los_BArr__wait","P1_B_BCap_Blos_S1Arr__wait","P1_B_BCap_S1los_S1Arr__wait","P1_B_BCap_S2los_S1Arr__wait","P1_B_S1Cap_Blos_S1Arr__wait","P1_B_S1Cap_S1los_S1Arr__wait","P1_B_S1Cap_S2los_S1Arr__wait","P1_NS_BCap_Blos_BArr__wait","P1_NS_BCap_S1los_BArr__wait","P1_NS_BCap_S2los_BArr__wait","P1_NS_S1Cap_Blos_BArr__wait","P1_NS_S1Cap_S1los_BArr__wait","P1_NS_S1Cap_S2los_BArr__wait","P1_NS_BCap_Blos_S1Arr__wait","P1_NS_BCap_S1los_S1Arr__wait","P1_NS_BCap_S2los_S1Arr__wait","P1_NS_S1Cap_Blos_S1Arr__wait","P1_NS_S1Cap_S1los_S1Arr__wait","P1_NS_S1Cap_S2los_S1Arr__wait","P1_SG_BCap_Blos_BArr__wait","P1_SG_BCap_S1los_BArr__wait","P1_SG_BCap_S2los_BArr__wait","P1_SG_S1Cap_Blos_BArr__wait","P1_SG_S1Cap_S1los_BArr__wait","P1_SG_S1Cap_S2los_BArr__wait","P1_SG_BCap_Blos_S1Arr__wait","P1_SG_BCap_S1los_S1Arr__wait","P1_SG_BCap_S2los_S1Arr__wait","P1_SG_S1Cap_Blos_S1Arr__wait","P1_SG_S1Cap_S1los_S1Arr__wait","P1_SG_S1Cap_S2los_S1Arr__wait","P1_B_BCap_Blos_BArr__cost","P1_B_BCap_S1los_BArr__cost","P1_B_BCap_S2los_BArr__cost","P1_B_S1Cap_Blos_BArr__cost","P1_B_S1Cap_S1los_BArr__cost","P1_B_S1Cap_S2los_BArr__cost","P1_B_BCap_Blos_S1Arr__cost","P1_B_BCap_S1los_S1Arr__cost","P1_B_BCap_S2los_S1Arr__cost","P1_B_S1Cap_Blos_S1Arr__cost","P1_B_S1Cap_S1los_S1Arr__cost","P1_B_S1Cap_S2los_S1Arr__cost","P1_NS_BCap_Blos_BArr__cost","P1_NS_BCap_S1los_BArr__cost","P1_NS_BCap_S2los_BArr__cost","P1_NS_S1Cap_Blos_BArr__cost","P1_NS_S1Cap_S1los_BArr__cost","P1_NS_S1Cap_S2los_BArr__cost","P1_NS_BCap_Blos_S1Arr__cost","P1_NS_BCap_S1los_S1Arr__cost","P1_NS_BCap_S2los_S1Arr__cost","P1_NS_S1Cap_Blos_S1Arr__cost","P1_NS_S1Cap_S1los_S1Arr__cost","P1_NS_S1Cap_S2los_S1Arr__cost","P1_SG_BCap_Blos_BArr__cost","P1_SG_BCap_S1los_BArr__cost","P1_SG_BCap_S2los_BArr__cost","P1_SG_S1Cap_Blos_BArr__cost","P1_SG_S1Cap_S1los_BArr__cost","P1_SG_S1Cap_S2los_BArr__cost","P1_SG_BCap_Blos_S1Arr__cost","P1_SG_BCap_S1los_S1Arr__cost","P1_SG_BCap_S2los_S1Arr__cost","P1_SG_S1Cap_Blos_S1Arr__cost","P1_SG_S1Cap_S1los_S1Arr__cost","P1_SG_S1Cap_S2los_S1Arr__cost"
2023-01-11,15.62,0,1.48,0,0,0,15.16,0,1.54,0,0,0,0.02,0,0,0,0,0,0.08,0,0,0,0,0,0.68,0,0.08,0,0,0,0.5,0,0.04,0,0,0,90.784,55.96,79.416,89.016,52.552,70.176,91.04,54.208,80.608,87.776,50.832,70.528,51.832,24.984,37.16,42.408,23.128,32.76,51.968,24.944,37.184,42.792,23.12,32.832,53.336,40.68,47.92,44.424,36.416,41.352,55.512,42.104,49.344,46.416,37.456,42.224,1.79596977329975,0.417849898580122,1.04848484848485,0,0,0,1.73333333333333,0.417355371900826,1.04721030042918,0,0,0,1.30051813471503,0.465346534653465,0.802292263610315,0,0,0,1.33245382585752,0.459731543624161,0.738544474393531,0,0,0,1.16035634743875,0.628647214854111,0.901639344262295,0,0,0,1.1743119266055,0.685185185185185,0.966745843230404,0,0,0,33774.52,17487.5,25329.58,27817.5,16422.5,21930,33695.36,16940,25722.84,27430,15885,22040,16204.42,7807.5,11612.5,13252.5,7227.5,10237.5,16267.68,7795,11620,13372.5,7225,10260,16902.78,12712.5,15002.68,13882.5,11380,12922.5,17520.5,13157.5,15433.84,14505,11705,13195
2023-01-12,15.34,0,0.92,0,0,0,15.6,0,1.46,0,0,0,0.02,0,0,0,0,0,0.14,0,0,0,0,0,0.48,0,0.06,0,0,0,0.58,0,0.06,0,0,0,90.72,54.04,78.272,89.184,51.416,69.96,91.128,54.24,79.928,89.224,51.624,71.936,50.256,25.928,38.776,42.816,24.584,35.216,50.92,26.688,37.456,43.792,25.36,33.848,53.848,42.792,49.024,46.88,39.272,43.976,55.6,43.456,50.392,48.832,39.728,44.8,1.80575539568345,0.345338983050847,0.938034188034188,0,0,0,1.91422121896163,0.341666666666667,0.981404958677686,0,0,0,1.15466666666667,0.282828282828283,0.594029850746269,0,0,0,1.12568306010929,0.254658385093168,0.584795321637427,0,0,0,0.979591836734694,0.502427184466019,0.718274111675127,0,0,0,0.97051597051597,0.539024390243902,0.8,0,0,0,33657.64,16887.5,24778.32,27870,16067.5,21862.5,33875.1,16950,25482.66,27882.5,16132.5,22480,15711.92,8102.5,12117.5,13380,7682.5,11005,15960.94,8340,11705,13685,7925,10577.5,16993.58,13372.5,15340.76,14650,12272.5,13742.5,17575.68,13580,15768.26,15260,12415,14000
2023-01-13,17.3,0,1.4,0,0,0,17.52,0,1.56,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0.8,0,0.06,0,0,0,0.86,0,0.04,0,0,0,90.888,56.992,79.688,92.736,54.936,73.912,91.136,56.336,81.568,92.552,54.248,75.568,49.848,27.416,37.792,44.096,26.224,35.016,51.064,27.424,37.472,45.376,26.232,34.624,55.608,44.896,51.256,50.472,42.096,46.968,57.176,45.72,51.52,52.056,42.8,46.872,1.85446009389671,0.265795206971678,0.837899543378995,0,0,0,1.93198992443325,0.27437641723356,0.873239436619718,0,0,0,0.945945945945946,0.239057239057239,0.5125,0,0,0,0.930412371134021,0.229032258064516,0.540880503144654,0,0,0,0.834158415841584,0.450346420323326,0.607228915662651,0,0,0,0.813842482100239,0.465882352941176,0.579908675799087,0,0,0,34388.3,17810,25386.9,28980,17167.5,23097.5,34541.92,17605,26029.76,28922.5,16952.5,23615,15577.5,8567.5,11810,13780,8195,10942.5,15971.34,8570,11710,14180,8197.5,10820,17654.3,14030,16038.26,15772.5,13155,14677.5,18165.06,14287.5,16113.84,16267.5,13375,14647.5
2023-01-14,22.08,0,1.84,0,0,0,22.06,0,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0.02,0,0,0,0.72,0,0,0,0,0,91.536,61.576,84.024,100.76,59.888,79.712,91.192,60.8,85.264,100.136,59.088,81.112,47.896,26,35.92,43.336,25.032,33.544,48.328,26.232,36.344,43.848,25.256,34.008,54.68,43.936,51.304,50.616,41.8,48.08,58.504,46.304,53.44,54.424,44.048,49.944,1.86552567237164,0.21900826446281,0.685106382978723,0,0,0,1.91871921182266,0.225609756097561,0.73991935483871,0,0,0,0.857142857142857,0.217543859649123,0.436708860759494,0,0,0,0.822857142857143,0.211409395973154,0.45,0,0,0,0.703947368421053,0.384039900249377,0.485260770975057,0,0,0,0.700440528634361,0.363431151241535,0.540723981900452,0,0,0,36244.68,19242.5,26894.14,31487.5,18715,24910,36130.26,19000,27503.08,31292.5,18465,25347.5,14967.5,8125,11225,13542.5,7822.5,10482.5,15102.5,8197.5,11357.5,13702.5,7892.5,10627.5,17336.62,13730,16039.42,15817.5,13062.5,15025,18531.62,14470,16700,17007.5,13765,15607.5
2023-01-15,17.32,0,0.5,0,0,0,17.98,0,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.06,0,0,0,0,0,91.04,51.368,75.784,91.912,49.856,69.848,90.656,51.344,77.752,92.368,49.944,71.664,40.672,19.608,29.632,36.752,18.904,27.616,41.464,19.072,30.072,37.728,18.368,28.056,48.104,37.44,43.92,43.976,35.976,41.288,51.088,37.912,45.128,46.832,36.36,42.24,1.83088235294118,0.211498973305955,0.610997963340122,0,0,0,1.89330024813896,0.199211045364892,0.614537444933921,0,0,0,0.804597701149425,0.218390804597701,0.435540069686411,0,0,0,0.75,0.218867924528302,0.461267605633803,0,0,0,0.577114427860697,0.295165394402036,0.471794871794872,0,0,0,0.588235294117647,0.315136476426799,0.473429951690821,0,0,0,34442.72,16052.5,23855.5,28722.5,15580,21827.5,34551.08,16045,24595.06,28865,15607.5,22395,12710,6127.5,9260,11485,5907.5,8630,12957.5,5960,9397.5,11790,5740,8767.5,15067.1,11700,13725,13742.5,11242.5,12902.5,15985.76,11847.5,14102.5,14635,11362.5,13200
2023-01-16,12.76,0,0.16,0,0,0,13.74,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.44,43.096,66.488,83.392,41.824,60.96,89.88,43.224,69.424,84.392,41.936,62.936,34.424,14.328,23.528,31.056,13.752,22.048,34.76,14.368,23.752,31.384,13.8,22.344,39.144,29.096,35.224,35.568,27.76,33.2,41.536,30.256,36.232,38.008,28.848,34.008,1.94102564102564,0.216216216216216,0.64367816091954,0,0,0,1.97215189873418,0.20631067961165,0.731601731601732,0,0,0,0.70242214532872,0.227488151658768,0.422131147540984,0,0,0,0.774703557312253,0.239795918367347,0.397590361445783,0,0,0,0.614942528735632,0.291139240506329,0.36046511627907,0,0,0,0.565217391304348,0.33448275862069,0.389057750759878,0,0,0,32364.96,13467.5,20832.86,26060,13070,19050,32841.54,13507.5,21715.76,26372.5,13105,19667.5,10757.5,4477.5,7352.5,9705,4297.5,6890,10862.5,4490,7422.5,9807.5,4312.5,6982.5,12232.5,9092.5,11007.5,11115,8675,10375,12980,9455,11322.5,11877.5,9015,10627.5
2023-01-17,11.96,0,0.16,0,0,0,12.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.576,44.008,65.36,82.576,43.08,60.936,89.464,42.84,68.832,82.656,41.896,63.376,35.432,17.104,25.488,32.336,16.688,24.112,36.008,17.736,26.376,32.928,17.32,25.04,40.104,30.656,36.2,37.232,29.632,34.36,41.272,32.552,36.96,38.408,31.48,34.96,1.86802030456853,0.196902654867257,0.570438799076212,0,0,0,1.85359116022099,0.216981132075472,0.658198614318707,0,0,0,0.730923694779116,0.20704845814978,0.373390557939914,0,0,0,0.638297872340426,0.190871369294606,0.355648535564854,0,0,0,0.496835443037975,0.255255255255255,0.357575757575758,0,0,0,0.531986531986532,0.255072463768116,0.43167701863354,0,0,0,32130.66,13752.5,20480.36,25805,13462.5,19042.5,32420.9,13387.5,21510,25830,13092.5,19805,11072.5,5345,7965,10105,5215,7535,11252.5,5542.5,8242.5,10290,5412.5,7825,12532.5,9580,11312.5,11635,9260,10737.5,12897.5,10172.5,11550,12002.5,9837.5,10925
2023-01-18,12.8,0,0.12,0,0,0,14.12,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,90.416,47.44,68.664,85.784,46.768,64.592,90.08,46.896,71.632,86.016,46.28,67.272,38.56,21.656,29.816,36.032,21.344,28.712,38.4,22.784,31.248,35.872,22.48,30.192,44.544,35.672,41.152,42.336,34.944,39.616,45.96,37.184,41.16,43.584,36.416,39.472,1.88705882352941,0.163934426229508,0.518847006651885,0,0,0,1.94117647058824,0.14385150812065,0.530785562632696,0,0,0,0.52755905511811,0.158301158301158,0.327868852459016,0,0,0,0.496153846153846,0.155038759689922,0.295019157088123,0,0,0,0.440340909090909,0.203030303030303,0.279279279279279,0,0,0,0.445070422535211,0.208955223880597,0.3008356545961,0,0,0,32683.8,14825,21499.02,26807.5,14615,20185,33035.52,14655,22419.6,26880,14462.5,21022.5,12050,6767.5,9317.5,11260,6670,8972.5,12000,7120,9765,11210,7025,9435,13947.68,11147.5,12860,13230,10920,12380,14362.5,11620,12862.5,13620,11380,12335
2023-01-19,13.3,0,0.12,0,0,0,14.12,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,90.408,49,69.296,87.712,48.44,66.128,89.952,46.048,70.904,86.696,45.52,67.56,41.384,23.264,32.616,39.44,23.08,31.72,40.232,23.672,33.4,38.32,23.488,32.56,46.808,38.008,42.536,44.88,37.352,41.304,48.056,39.152,43.216,46.08,38.472,41.864,1.89948453608247,0.136363636363636,0.47085201793722,0,0,0,2.00765306122449,0.130952380952381,0.495348837209302,0,0,0,0.524647887323944,0.0869565217391304,0.224489795918367,0,0,0,0.534965034965035,0.0898876404494382,0.212328767123288,0,0,0,0.397727272727273,0.194117647058824,0.266106442577031,0,0,0,0.373015873015873,0.18716577540107,0.289189189189189,0,0,0,32854.3,15312.5,21696.52,27410,15137.5,20665,32995.52,14390,22178.26,27092.5,14225,21112.5,12932.5,7270,10192.5,12325,7212.5,9912.5,12572.5,7397.5,10437.5,11975,7340,10175,14641.34,11877.5,13292.5,14025,11672.5,12907.5,15017.5,12235,13505,14400,12022.5,13082.5
2023-01-20,15.84,0,0.18,0,0,0,16.6,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.04,0,0,0,0,0,90.528,52.608,73.704,91.904,52.352,71.208,90.6,49.44,75.304,91.496,49.192,73.056,42.872,23.688,33.288,41.168,23.648,32.496,40.648,24.552,33.256,39.016,24.504,32.504,51.376,41.944,46.928,49.88,41.648,45.992,51.552,43.744,47.32,49.976,43.432,46.392,1.72704081632653,0.103448275862069,0.413875598086124,0,0,0,1.87104622871046,0.0959232613908873,0.382566585956416,0,0,0,0.32,0.0404411764705882,0.237458193979933,0,0,0,0.347985347985348,0.0444444444444444,0.215753424657534,0,0,0,0.279569892473118,0.104838709677419,0.255813953488372,0,0,0,0.267716535433071,0.107816711590297,0.254794520547945,0,0,0,33770.64,16440,23094.78,28720,16360,22252.5,34056.1,15450,23670.9,28592.5,15372.5,22830,13397.5,7402.5,10402.5,12865,7390,10155,12702.5,7672.5,10392.5,12192.5,7657.5,10157.5,16089.6,13107.5,14665,15587.5,13015,14372.5,16123.84,13670,14787.5,15617.5,13572.5,14497.5
2023-01-21,20.36,0,0.58,0,0,0,20.46,0,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.1,0.02,0.06,0,0,0,90.824,60.056,79.52,98.528,59.912,78.272,90.768,55.92,80.488,97.392,55.752,79.696,41.488,23.664,32.616,40.048,23.624,32.144,40.92,24.68,33.624,39.544,24.64,33.16,52.408,42.288,48.312,51.168,42.08,47.416,52.68,43.96,48.656,51.552,43.824,47.856,1.83709273182957,0.0364025695931477,0.341067285382831,0,0,0,1.93002257336343,0.0469483568075117,0.433189655172414,0,0,0,0.378472222222222,0.0136986301369863,0.110320284697509,0,0,0,0.386617100371747,0.0124610591900312,0.107266435986159,0,0,0,0.229381443298969,0.0841584158415842,0.195899772209567,0,0,0,0.228287841191067,0.0812182741116751,0.191037735849057,0,0,0,35427.06,18767.5,25050.68,30790,18722.5,24460,35444.16,17475,25574.62,30435,17422.5,24905,12965,7395,10192.5,12515,7382.5,10045,12787.5,7712.5,10507.5,12357.5,7700,10362.5,16419.02,13215,15097.5,15990,13150,14817.5,16497.1,13744.42,15225.76,16110,13695,14955
2023-01-22,16.3,0,0.22,0,0,0,16.56,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.456,48.856,70.416,89.088,48.808,68.336,89.592,47.608,72.416,88.104,47.552,69.904,35.688,17.144,25.944,34.472,17.144,25.472,34.984,17.088,27.072,33.824,17.088,26.608,45.776,35.8,41.08,44.496,35.632,40.464,45.64,37.04,41.072,44.4,36.864,40.44,1.87272727272727,0.0114942528735632,0.2590799031477,0,0,0,1.94939759036145,0.015,0.300884955752212,0,0,0,0.338345864661654,0,0.178571428571429,0,0,0,0.330798479087452,0,0.171206225680934,0,0,0,0.264197530864198,0.0426136363636364,0.163538873994638,0,0,0,0.263440860215054,0.0402298850574713,0.179941002949853,0,0,0,33594.8,15267.5,22081.12,27840,15252.5,21355,33727.26,14877.5,22726.88,27532.5,14860,21845,11152.5,5357.5,8107.5,10772.5,5357.5,7960,10932.5,5340,8460,10570,5340,8315,14305,11187.5,12837.5,13905,11135,12645,14262.5,11575,12835,13875,11520,12637.5
2023-01-23,12.28,0,0.06,0,0,0,12.76,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.016,40.744,63.216,81.208,40.736,60.984,87.576,40.744,64.528,80.76,40.736,62.112,29.672,12.576,20.448,28.552,12.576,19.96,29.384,12.312,21.592,28.256,12.312,21.104,36.784,27.728,32.56,35.784,27.648,32.184,37.176,29.232,33.168,36.184,29.16,32.784,1.96323529411765,0.00257731958762887,0.289293849658314,0,0,0,1.99764150943396,0.00259067357512953,0.358208955223881,0,0,0,0.251121076233184,0,0.129032258064516,0,0,0,0.251141552511416,0,0.129032258064516,0,0,0,0.238390092879257,0.0207612456747405,0.213114754098361,0,0,0,0.259938837920489,0.0220820189274448,0.195266272189349,0,0,0,31753.88,12732.5,19775.76,25377.5,12730,19057.5,31782.46,12732.5,20206.52,25237.5,12730,19410,9272.5,3930,6390,8922.5,3930,6237.5,9182.5,3847.5,6747.5,8830,3847.5,6595,11495,8665,10175,11182.5,8640,10057.5,11617.5,9135,10365,11307.5,9112.5,10245
2023-01-24,11.04,0,0,0,0,0,11.3,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.76,41.416,62.2,81.064,41.416,60.408,87,42.072,64.472,79.2,42.072,62.648,32.016,16.24,23.2,31.088,16.24,22.856,31.584,16.936,24.712,30.664,16.936,24.368,38.224,30.224,34.632,37.52,30.168,34.464,37.736,29.544,34.032,37.12,29.488,33.816,1.94919168591224,0,0.326424870466321,0,0,0,1.98333333333333,0,0.269320843091335,0,0,0,0.318181818181818,0,0.125,0,0,0,0.291139240506329,0,0.127450980392157,0,0,0,0.261648745519713,0.0196078431372549,0.0402684563758389,0,0,0,0.206896551724138,0.0188087774294671,0.0464285714285714,0,0,0,31244.84,12942.5,19437.5,25332.5,12942.5,18877.5,31097.3,13147.5,20161.34,24750,13147.5,19577.5,10005,5075,7250,9715,5075,7142.5,9870,5292.5,7722.5,9582.5,5292.5,7615,11945,9445,10822.5,11725,9427.5,10770,11792.5,9232.5,10635,11600,9215,10567.5
2023-01-25,12.96,0,0.06,0,0,0,12.12,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.92,46.352,66.248,86.032,46.352,64.88,88.064,45.8,66.848,82.984,45.8,65.608,35.608,21.08,27.328,34.792,21.08,26.96,35.832,21.424,28.16,35.064,21.424,27.792,42.888,36,40.36,42.36,35.984,40.192,42.848,35.04,39.04,42.384,35.016,38.848,2.04569892473118,0,0.289617486338798,0,0,0,2.06720430107527,0,0.254452926208651,0,0,0,0.291304347826087,0,0.0756302521008403,0,0,0,0.292452830188679,0,0.0789473684210526,0,0,0,0.190332326283988,0,0.0752351097178683,0,0,0,0.194528875379939,0.00325732899022801,0.0848484848484849,0,0,0,32271.66,14485,20723.26,26885,14485,20275,31713.52,14312.5,20959.2,25932.5,14312.5,20502.5,11127.5,6587.5,8540,10872.5,6587.5,8425,11197.5,6695,8800,10957.5,6695,8685,13402.5,11250,12612.5,13237.5,11245,12560,13390,10950,12200,13245,10942.5,12140
2023-01-26,13.32,0,0,0,0,0,12.28,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,88.48,48.488,68.08,86.968,48.488,66.792,88.408,46.344,67.936,84.544,46.344,66.712,38.184,22.296,29.568,37.504,22.296,29.248,38.752,24.312,31.368,38.112,24.312,31.056,46.248,39.664,43.488,45.912,39.648,43.384,46.56,38.56,42.128,46.288,38.544,42.008,1.85819070904645,0,0.225225225225225,0,0,0,1.93171806167401,0,0.230392156862745,0,0,0,0.190265486725664,0,0.147826086956522,0,0,0,0.180257510729614,0,0.132530120481928,0,0,0,0.096514745308311,0.0114285714285714,0.0253164556962025,0,0,0,0.0754189944134078,0.00617283950617284,0.0315186246418338,0,0,0,32258.72,15152.5,21275,27177.5,15152.5,20872.5,31876.38,14482.5,21271.52,26420,14482.5,20847.5,11932.5,6967.5,9240,11720,6967.5,9140,12110,7597.5,9802.5,11910,7597.5,9705,14459.42,12395,13590,14347.5,12390,13557.5,14550,12050,13165,14465,12045,13127.5
2023-01-27,15.14,0,0,0,0,0,14.18,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0.02,0,0,0,0,0,90.16,51.936,71.72,92.208,51.936,70.608,88.712,51.392,70.936,88.56,51.392,69.584,39.648,22.464,32.056,38.968,22.464,31.824,40.872,24.952,32.336,40.192,24.952,32.096,49.848,43.44,47.168,49.568,43.44,47.152,48.76,42.624,46.32,48.52,42.624,46.288,1.65238095238095,0,0.213114754098361,0,0,0,1.96179775280899,0,0.243119266055046,0,0,0,0.179577464788732,0,0.108527131782946,0,0,0,0.164874551971326,0,0.0976430976430976,0,0,0,0.0783783783783784,0,0.00558659217877095,0,0,0,0.0792682926829268,0,0.00813008130081301,0,0,0,33413.44,16230,22412.5,28815,16230,22065,32628.78,16060,22188.26,27675,16060,21745,12390,7020,10017.5,12177.5,7020,9945,12772.5,7797.5,10105,12560,7797.5,10030,15584.42,13575,14740,15490,13575,14735,15244.42,13320,14475,15162.5,13320,14465
2023-01-28,19.14,0,0.1,0,0,0,18.04,0,0.14,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,90.736,59.488,77.456,98.312,59.488,76.8,90.304,56.416,77.384,96.248,56.416,76.384,40.56,23.256,32.464,40.064,23.256,32.288,41,25.24,30.712,40.392,25.24,30.544,51.024,44.04,48.408,50.864,44.04,48.4,51.176,43.824,47.928,50.984,43.824,47.92,1.7425,0,0.169811320754717,0,0,0,1.72872340425532,0,0.230941704035874,0,0,0,0.145161290322581,0,0.0892193308550186,0,0,0,0.148,0,0.0888888888888889,0,0,0,0.0469613259668508,0,0.00543478260869565,0,0,0,0.0378378378378378,0,0.00518134715025907,0,0,0,34977.44,18590,24239.6,30722.5,18590,24000,34461.84,17630,24230.94,30077.5,17630,23870,12688.84,7267.5,10145,12520,7267.5,10090,12812.5,7887.5,9597.5,12622.5,7887.5,9545,15951.92,13762.5,15127.5,15895,13762.5,15125,15992.5,13695,14977.5,15932.5,13695,14975
2023-01-29,15.64,0,0,0,0,0,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.864,50.296,69.032,90.024,50.296,68.512,89.296,48.104,68.808,88.744,48.104,68.024,34.696,17.08,26.2,34.192,17.08,26.112,34.768,18.024,24.424,34.304,18.024,24.336,43.92,35.76,41.056,43.792,35.76,41.048,43.16,36.056,40.552,43.08,36.048,40.544,1.79024390243902,0,0.125295508274232,0,0,0,1.84848484848485,0,0.160756501182033,0,0,0,0.170634920634921,0,0.0426356589147287,0,0,0,0.149466192170818,0,0.045045045045045,0,0,0,0.0336134453781513,0,0.00273224043715847,0,0,0,0.0297297297297297,0,0,0,0,0,33493.94,15717.5,21572.5,28132.5,15717.5,21410,33088.08,15032.5,21502.5,27732.5,15032.5,21257.5,10842.5,5337.5,8187.5,10685,5337.5,8160,10865,5632.5,7632.5,10720,5632.5,7605,13725,11175,12830,13685,11175,12827.5,13487.5,11267.5,12672.5,13462.5,11265,12670
