"date","P1_B_BCap_Blos_BArr__niq","P1_B_BCap_S1los_BArr__niq","P1_B_BCap_S2los_BArr__niq","P1_B_S1Cap_Blos_BArr__niq","P1_B_S1Cap_S1los_BArr__niq","P1_B_S1Cap_S2los_BArr__niq","P1_B_BCap_Blos_S1Arr__niq","P1_B_BCap_S1los_S1Arr__niq","P1_B_BCap_S2los_S1Arr__niq","P1_B_S1Cap_Blos_S1Arr__niq","P1_B_S1Cap_S1los_S1Arr__niq","P1_B_S1Cap_S2los_S1Arr__niq","P1_NS_BCap_Blos_BArr__niq","P1_NS_BCap_S1los_BArr__niq","P1_NS_BCap_S2los_BArr__niq","P1_NS_S1Cap_Blos_BArr__niq","P1_NS_S1Cap_S1los_BArr__niq","P1_NS_S1Cap_S2los_BArr__niq","P1_NS_BCap_Blos_S1Arr__niq","P1_NS_BCap_S1los_S1Arr__niq","P1_NS_BCap_S2los_S1Arr__niq","P1_NS_S1Cap_Blos_S1Arr__niq","P1_NS_S1Cap_S1los_S1Arr__niq","P1_NS_S1Cap_S2los_S1Arr__niq","P1_SG_BCap_Blos_BArr__niq","P1_SG_BCap_S1los_BArr__niq","P1_SG_BCap_S2los_BArr__niq","P1_SG_S1Cap_Blos_BArr__niq","P1_SG_S1Cap_S1los_BArr__niq","P1_SG_S1Cap_S2los_BArr__niq","P1_SG_BCap_Blos_S1Arr__niq","P1_SG_BCap_S1los_S1Arr__niq","P1_SG_BCap_S2los_S1Arr__niq","P1_SG_S1Cap_Blos_S1Arr__niq","P1_SG_S1Cap_S1los_S1Arr__niq","P1_SG_S1Cap_S2los_S1Arr__niq","P1_B_BCap_Blos_BArr__occ","P1_B_BCap_S1los_BArr__occ","P1_B_BCap_S2los_BArr__occ","P1_B_S1Cap_Blos_BArr__occ","P1_B_S1Cap_S1los_BArr__occ","P1_B_S1Cap_S2los_BArr__occ","P1_B_BCap_Blos_S1Arr__occ","P1_B_BCap_S1los_S1Arr__occ","P1_B_BCap_S2los_S1Arr__occ","P1_B_S1Cap_Blos_S1Arr__occ","P1_B_S1Cap_S1los_S1Arr__occ","P1_B_S1Cap_S2los_S1Arr__occ","P1_NS_BCap_Blos_BArr__occ","P1_NS_BCap_S1los_BArr__occ","P1_NS_BCap_S2los_BArr__occ","P1_NS_S1Cap_Blos_BArr__occ","P1_NS_S1Cap_S1los_BArr__occ","P1_NS_S1Cap_S2los_BArr__occ","P1_NS_BCap_Blos_S1Arr__occ","P1_NS_BCap_S1los_S1Arr__occ","P1_NS_BCap_S2los_S1Arr__occ","P1_NS_S1Cap_Blos_S1Arr__occ","P1_NS_S1Cap_S1los_S1Arr__occ","P1_NS_S1Cap_S2los_S1Arr__occ","P1_SG_BCap_Blos_BArr__occ","P1_SG_BCap_S1los_BArr__occ","P1_SG_BCap_S2los_BArr__occ","P1_SG_S1Cap_Blos_BArr__occ","P1_SG_S1Cap_S1los_BArr__occ","P1_SG_S1Cap_S2los_BArr__occ","P1_SG_BCap_Blos_S1Arr__occ","P1_SG_BCap_S1los_S1Arr__occ","P1_SG_BCap_S2los_S1Arr__occ","P1_SG_S1Cap_Blos_S1Arr__occ","P1_SG_S1Cap_S1los_S1Arr__occ","P1_SG_S1Cap_S2los_S1Arr__occ","P1_B_BCap_Blos_BArr__wait","P1_B_BCap_S1los_BArr__wait","P1_B_BCap_S2los_BArr__wait","P1_B_S1Cap_Blos_BArr__wait","P1_B_S1Cap_S1los_BArr__wait","P1_B_S1Cap_S2los_BArr__wait","P1_B_BCap_Blos_S1Arr__wait","P1_B_BCap_S1los_S1Arr__wait","P1_B_BCap_S2los_S1Arr__wait","P1_B_S1Cap_Blos_S1Arr__wait","P1_B_S1Cap_S1los_S1Arr__wait","P1_B_S1Cap_S2los_S1Arr__wait","P1_NS_BCap_Blos_BArr__wait","P1_NS_BCap_S1los_BArr__wait","P1_NS_BCap_S2los_BArr__wait","P1_NS_S1Cap_Blos_BArr__wait","P1_NS_S1Cap_S1los_BArr__wait","P1_NS_S1Cap_S2los_BArr__wait","P1_NS_BCap_Blos_S1Arr__wait","P1_NS_BCap_S1los_S1Arr__wait","P1_NS_BCap_S2los_S1Arr__wait","P1_NS_S1Cap_Blos_S1Arr__wait","P1_NS_S1Cap_S1los_S1Arr__wait","P1_NS_S1Cap_S2los_S1Arr__wait","P1_SG_BCap_Blos_BArr__wait","P1_SG_BCap_S1los_BArr__wait","P1_SG_BCap_S2los_BArr__wait","P1_SG_S1Cap_Blos_BArr__wait","P1_SG_S1Cap_S1los_BArr__wait","P1_SG_S1Cap_S2los_BArr__wait","P1_SG_BCap_Blos_S1Arr__wait","P1_SG_BCap_S1los_S1Arr__wait","P1_SG_BCap_S2los_S1Arr__wait","P1_SG_S1Cap_Blos_S1Arr__wait","P1_SG_S1Cap_S1los_S1Arr__wait","P1_SG_S1Cap_S2los_S1Arr__wait","P1_B_BCap_Blos_BArr__cost","P1_B_BCap_S1los_BArr__cost","P1_B_BCap_S2los_BArr__cost","P1_B_S1Cap_Blos_BArr__cost","P1_B_S1Cap_S1los_BArr__cost","P1_B_S1Cap_S2los_BArr__cost","P1_B_BCap_Blos_S1Arr__cost","P1_B_BCap_S1los_S1Arr__cost","P1_B_BCap_S2los_S1Arr__cost","P1_B_S1Cap_Blos_S1Arr__cost","P1_B_S1Cap_S1los_S1Arr__cost","P1_B_S1Cap_S2los_S1Arr__cost","P1_NS_BCap_Blos_BArr__cost","P1_NS_BCap_S1los_BArr__cost","P1_NS_BCap_S2los_BArr__cost","P1_NS_S1Cap_Blos_BArr__cost","P1_NS_S1Cap_S1los_BArr__cost","P1_NS_S1Cap_S2los_BArr__cost","P1_NS_BCap_Blos_S1Arr__cost","P1_NS_BCap_S1los_S1Arr__cost","P1_NS_BCap_S2los_S1Arr__cost","P1_NS_S1Cap_Blos_S1Arr__cost","P1_NS_S1Cap_S1los_S1Arr__cost","P1_NS_S1Cap_S2los_S1Arr__cost","P1_SG_BCap_Blos_BArr__cost","P1_SG_BCap_S1los_BArr__cost","P1_SG_BCap_S2los_BArr__cost","P1_SG_S1Cap_Blos_BArr__cost","P1_SG_S1Cap_S1los_BArr__cost","P1_SG_S1Cap_S2los_BArr__cost","P1_SG_BCap_Blos_S1Arr__cost","P1_SG_BCap_S1los_S1Arr__cost","P1_SG_BCap_S2los_S1Arr__cost","P1_SG_S1Cap_Blos_S1Arr__cost","P1_SG_S1Cap_S1los_S1Arr__cost","P1_SG_S1Cap_S2los_S1Arr__cost"
2023-01-30,11.98,0,0,0,0,0,11.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.936,42.192,60.88,81.184,42.192,60.4,86.12,40.568,61.056,80.032,40.568,60.496,29.048,12.28,20.784,28.608,12.28,20.712,28.656,13.192,19.4,28.28,13.192,19.336,35.576,27.832,32.792,35.488,27.832,32.792,35.96,28.32,32.736,35.912,28.312,32.736,1.78333333333333,0,0.121447028423773,0,0,0,1.73267326732673,0,0.128608923884514,0,0,0,0.15929203539823,0,0.0454545454545455,0,0,0,0.151785714285714,0,0.041025641025641,0,0,0,0.0227272727272727,0,0,0,0,0,0.0129449838187702,0.00328947368421053,0,0,0,0,31312.58,13185,19025,25370,13185,18875,30849.98,12677.5,19080,25010,12677.5,18905,9077.5,3837.5,6495,8940,3837.5,6472.5,8955,4122.5,6062.5,8837.5,4122.5,6042.5,11117.5,8697.5,10247.5,11090,8697.5,10247.5,11237.5,8850,10230,11222.5,8847.5,10230
2023-01-31,11.48,0,0,0,0,0,10.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.52,42.52,61.496,81.256,42.52,61.144,85.232,42.008,60.544,78.312,42.008,60.048,30.768,16.168,23.704,30.344,16.168,23.664,30.872,16.848,22.928,30.464,16.848,22.888,36.92,29.792,34.136,36.888,29.792,34.136,36.408,29.328,33.992,36.384,29.328,33.984,1.76616915422886,0,0.0785907859078591,0,0,0,1.77619047619048,0,0.122395833333333,0,0,0,0.165094339622642,0,0.0184331797235023,0,0,0,0.155339805825243,0,0.0178571428571429,0,0,0,0.0228013029315961,0,0,0,0,0,0.0131147540983607,0,0.00334448160535117,0,0,0,31009.58,13287.5,19217.5,25392.5,13287.5,19107.5,30226.48,13127.5,18920,24472.5,13127.5,18765,9615,5052.5,7407.5,9482.5,5052.5,7395,9647.5,5265,7165,9520,5265,7152.5,11537.5,9310,10667.5,11527.5,9310,10667.5,11377.5,9165,10622.5,11370,9165,10620
2023-02-01,12.26,0,0,0,0,0,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.328,47.4,65.608,85.344,47.4,65.344,87.728,48.424,65.272,84.72,48.424,65.008,35.184,21.2,28.032,34.856,21.2,28.024,35.096,21.744,26.936,34.768,21.744,26.928,42.112,35.536,39.944,42.064,35.536,39.944,42.44,34.36,39.512,42.408,34.36,39.512,1.86376021798365,0,0.0650406504065041,0,0,0,1.88511749347258,0,0.0326086956521739,0,0,0,0.122881355932203,0,0.00819672131147541,0,0,0,0.126086956521739,0,0.00952380952380952,0,0,0,0.00628930817610063,0,0,0,0,0,0.00306748466257669,0,0,0,0,0,31844.46,14812.5,20502.5,26670,14812.5,20420,31456.28,15132.5,20397.5,26475,15132.5,20315,10995,6625,8760,10892.5,6625,8757.5,10967.5,6795,8417.5,10865,6795,8415,13160,11105,12482.5,13145,11105,12482.5,13262.5,10737.5,12347.5,13252.5,10737.5,12347.5
2023-02-02,12.54,0,0.02,0,0,0,13.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.536,48.504,67.456,86.08,48.504,67.32,88.016,48.928,67.768,87.832,48.928,67.456,38.464,22.944,30.752,38.168,22.944,30.744,37.184,22.92,28.376,36.856,22.92,28.368,43.688,36.984,41.952,43.64,36.984,41.952,45.184,35.976,41.04,45.144,35.976,41.04,1.74412532637076,0,0.0431472081218274,0,0,0,1.73404255319149,0,0.063231850117096,0,0,0,0.0973451327433628,0,0.00420168067226891,0,0,0,0.110169491525424,0,0.00404858299595142,0,0,0,0.00593471810089021,0,0,0,0,0,0.00882352941176471,0,0,0,0,0,32006.34,15157.5,21086.92,26900,15157.5,21037.5,32044.52,15290,21177.5,27447.5,15290,21080,12020,7170,9610,11927.5,7170,9607.5,11620,7162.5,8867.5,11517.5,7162.5,8865,13652.5,11557.5,13110,13637.5,11557.5,13110,14120,11242.5,12825,14107.5,11242.5,12825
2023-02-03,14.66,0,0,0,0,0,15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,89.408,52.872,70.776,90.416,52.872,70.632,89.512,52.504,72.952,92.128,52.504,72.784,39.944,24.096,31.472,39.68,24.096,31.472,40,24.36,29.56,39.752,24.36,29.56,47.528,40.328,45.92,47.504,40.328,45.92,50.064,40.576,45.008,50.168,40.576,45.008,1.80048661800487,0,0.035799522673031,0,0,0,1.8861985472155,0,0.030379746835443,0,0,0,0.0934959349593496,0,0,0,0,0,0.0909090909090909,0,0,0,0,0,0.00821917808219178,0,0,0,0,0,0.0028169014084507,0,0,0,0,0,33012.36,16522.5,22117.5,28255,16522.5,22072.5,33280.14,16407.5,22797.5,28790,16407.5,22745,12482.5,7530,9835,12400,7530,9835,12500,7612.5,9237.5,12422.5,7612.5,9237.5,14852.5,12602.5,14350,14845,12602.5,14350,15672.68,12680,14065,15677.5,12680,14065
2023-02-04,18.46,0,0.1,0,0,0,18.58,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,90.888,58.92,76.352,97.248,58.92,76.416,91.056,58.352,79.392,98.4,58.352,79.68,40.776,23.968,33.72,40.584,23.968,33.72,39.248,24.04,31.76,39.072,24.04,31.76,48.152,42.648,46.496,48.152,42.648,46.496,51.752,41.56,45.944,51.8,41.56,45.944,1.81622911694511,0,0.0166666666666667,0,0,0,1.77024070021882,0,0.0241228070175439,0,0,0,0.0714285714285714,0,0,0,0,0,0.0766129032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34789.66,18412.5,23894.6,30390,18412.5,23880,34883.68,18235,24920.72,30750,18235,24900,12742.5,7490,10537.5,12682.5,7490,10537.5,12265,7512.5,9925,12210,7512.5,9925,15047.5,13327.5,14530,15047.5,13327.5,14530,16186.34,12987.5,14357.5,16187.5,12987.5,14357.5
2023-02-05,14.36,0,0,0,0,0,14.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.888,48.776,68.096,88.016,48.776,68.024,89.288,49.336,70.064,88.68,49.336,69.832,34.832,17.312,26.576,34.632,17.312,26.576,33.664,17.16,25.808,33.472,17.16,25.808,41.288,36.104,38.928,41.28,36.104,38.928,43.424,34.024,39.192,43.392,34.024,39.192,1.8584686774942,0,0.00232018561484919,0,0,0,1.76027397260274,0,0.0185567010309278,0,0,0,0.0583333333333333,0,0,0,0,0,0.0625,0,0,0,0,0,0.00291545189504373,0,0,0,0,0,0.00586510263929619,0,0,0,0,0,32746.06,15242.5,21280,27505,15242.5,21257.5,32857.22,15417.5,21895,27712.5,15417.5,21822.5,10885,5410,8305,10822.5,5410,8305,10520,5362.5,8065,10460,5362.5,8065,12902.5,11282.5,12165,12900,11282.5,12165,13570,10632.5,12247.5,13560,10632.5,12247.5
2023-02-06,11.26,0,0,0,0,0,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.272,41.84,60.792,80.664,41.84,60.728,86.288,42.128,61.976,81.448,42.128,61.792,28.84,12.6,20.248,28.68,12.6,20.248,27.992,12.808,20.336,27.816,12.808,20.336,33.952,28.264,31.648,33.952,28.264,31.648,35.896,26.816,32.136,35.88,26.816,32.136,1.81662591687042,0,0.0143198090692124,0,0,0,1.61481481481481,0,0.0144927536231884,0,0,0,0.123505976095618,0,0,0,0,0,0.12987012987013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30855.96,13075,18997.5,25207.5,13075,18977.5,30916.32,13165,19367.5,25452.5,13165,19310,9012.5,3937.5,6327.5,8962.5,3937.5,6327.5,8747.5,4002.5,6355,8692.5,4002.5,6355,10610,8832.5,9890,10610,8832.5,9890,11217.5,8380,10042.5,11212.5,8380,10042.5
2023-02-07,10.2,0,0,0,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.704,43.888,60.712,79.392,43.888,60.68,85.448,42.288,61.04,81.16,42.288,60.816,31.176,15.608,23.656,31.08,15.608,23.656,29.944,16.088,23.496,29.856,16.088,23.496,35.32,30.84,33.008,35.32,30.84,33.008,37,29.232,33.168,36.984,29.232,33.168,1.94794520547945,0,0.010752688172043,0,0,0,1.77363184079602,0,0.0335195530726257,0,0,0,0.0560747663551402,0,0,0,0,0,0.0731707317073171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30311.7,13715,18972.5,24810,13715,18962.5,30501.58,13215,19075,25362.5,13215,19005,9742.5,4877.5,7392.5,9712.5,4877.5,7392.5,9357.5,5027.5,7342.5,9330,5027.5,7342.5,11037.5,9637.5,10315,11037.5,9637.5,10315,11562.5,9135,10365,11557.5,9135,10365
2023-02-08,11.62,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.92,48.544,66.544,85.032,48.544,66.512,87.808,47.248,65.616,85.984,47.248,65.456,35.224,20.152,27.896,35.16,20.152,27.896,34.616,21.208,27.928,34.56,21.208,27.928,39.8,35.72,38.176,39.8,35.72,38.176,42.328,34.336,38.584,42.312,34.336,38.584,1.76354679802956,0,0.00273224043715847,0,0,0,1.72142857142857,0,0.0304568527918782,0,0,0,0.0297397769516729,0,0,0,0,0,0.02734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31495.52,15170,20795,26572.5,15170,20785,31592,14765,20505,26870,14765,20455,11007.5,6297.5,8717.5,10987.5,6297.5,8717.5,10817.5,6627.5,8727.5,10800,6627.5,8727.5,12437.5,11162.5,11930,12437.5,11162.5,11930,13227.5,10730,12057.5,13222.5,10730,12057.5
2023-02-09,11.86,0,0,0,0,0,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.32,49.496,67.512,87.256,49.496,67.448,87.736,48.096,66.04,86.368,48.096,65.896,36.792,22.272,29.352,36.752,22.272,29.352,37.704,22.408,29.88,37.68,22.408,29.88,42.432,39.744,42.592,42.432,39.744,42.592,44.448,36.672,41.52,44.424,36.672,41.52,1.68721461187215,0,0.0105263157894737,0,0,0,1.81675392670157,0,0.0277777777777778,0,0,0,0.0303030303030303,0,0,0,0,0,0.0252100840336134,0,0,0,0,0,0,0,0,0,0,0,0.00588235294117647,0,0,0,0,0,32016.06,15467.5,21097.5,27267.5,15467.5,21077.5,31631.78,15030,20637.5,26990,15030,20592.5,11497.5,6960,9172.5,11485,6960,9172.5,11782.5,7002.5,9337.5,11775,7002.5,9337.5,13260,12420,13310,13260,12420,13310,13890,11460,12975,13882.5,11460,12975
2023-02-10,13.72,0,0,0,0,0,13.98,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.416,52.12,70.712,91.184,52.12,70.688,88.992,52.096,71.184,90.68,52.096,71.184,38.896,23.56,30.448,38.88,23.56,30.448,39.568,24.728,31.8,39.552,24.728,31.8,46.976,44.072,46.384,46.976,44.072,46.384,47.704,40.504,45.232,47.696,40.504,45.232,1.73762376237624,0,0,0,0,0,1.53882352941176,0,0.015748031496063,0,0,0,0.00395256916996047,0,0,0,0,0,0.00380228136882129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32689.62,16287.5,22097.5,28495,16287.5,22090,32647.08,16280,22258.84,28337.5,16280,22245,12155,7362.5,9515,12150,7362.5,9515,12365,7727.5,9937.5,12360,7727.5,9937.5,14680,13772.5,14495,14680,13772.5,14495,14907.5,12657.5,14135,14905,12657.5,14135
2023-02-11,17,0,0.34,0,0,0,17.64,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.744,57.368,77.44,97.32,57.368,78.008,90.384,56.28,77.08,97.816,56.28,77.064,39.488,24.208,30.808,39.448,24.208,30.808,41.728,24.792,32.064,41.696,24.792,32.064,48.544,43.728,47.12,48.544,43.728,47.12,49.464,42.856,46.312,49.464,42.856,46.312,1.70437017994859,0,0,0,0,0,1.71566265060241,0,0.0137614678899083,0,0,0,0.0122448979591837,0,0,0,0,0,0.0108695652173913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34239.5,17927.5,24317.64,30412.5,17927.5,24377.5,34348.44,17587.5,24108.26,30567.5,17587.5,24082.5,12340,7565,9627.5,12327.5,7565,9627.5,13040,7747.5,10020,13030,7747.5,10020,15170,13665,14725,15170,13665,14725,15457.5,13392.5,14472.5,15457.5,13392.5,14472.5
2023-02-12,13.76,0,0.12,0,0,0,13.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.176,47.312,69.208,89.296,47.312,69.184,89,47.184,68.472,89.36,47.184,68.416,34.064,18.072,25.168,34.04,18.072,25.168,34.752,17.992,25.472,34.736,17.992,25.472,42.912,37.352,41.008,42.912,37.352,41.008,43.112,36.184,40.152,43.104,36.184,40.152,1.53712871287129,0,0.0108225108225108,0,0,0,1.54133333333333,0,0,0,0,0,0.0176991150442478,0,0,0,0,0,0.0087719298245614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32628.46,14785,21669.02,27905,14785,21620,32642.66,14745,21397.5,27925,14745,21380,10645,5647.5,7865,10637.5,5647.5,7865,10860,5622.5,7960,10855,5622.5,7960,13410,11672.5,12815,13410,11672.5,12815,13472.5,11307.5,12547.5,13470,11307.5,12547.5
2023-02-13,10.6,0,0,0,0,0,11.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.616,40.664,60.648,80.384,40.664,60.536,85.6,40.24,61.048,81.168,40.24,60.968,28.2,12.68,19.88,28.2,12.68,19.88,28.72,12.848,19.784,28.72,12.848,19.784,35.232,29.224,32.776,35.232,29.224,32.776,35.304,28.224,31.912,35.288,28.224,31.912,1.56171284634761,0,0.00232018561484919,0,0,0,1.6046511627907,0,0.0045662100456621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00313479623824451,0,0,0,0,0,30422.6,12707.5,18952.5,25120,12707.5,18917.5,30618.28,12575,19077.5,25365,12575,19052.5,8812.5,3962.5,6212.5,8812.5,3962.5,6212.5,8975,4015,6182.5,8975,4015,6182.5,11010,9132.5,10242.5,11010,9132.5,10242.5,11032.5,8820,9972.5,11027.5,8820,9972.5
2023-02-14,10.14,0,0,0,0,0,10.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.968,41.528,59.648,80.672,41.528,59.536,86.008,41.056,60.272,80.304,41.056,60.216,30.224,15.912,22.328,30.224,15.912,22.328,31.384,18.448,23.688,31.384,18.448,23.688,37.152,31.64,33.944,37.152,31.64,33.944,35.776,30,33.776,35.776,30,33.776,1.69132653061224,0,0.00759493670886076,0,0,0,1.5839243498818,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30373.44,12977.5,18640,25210,12977.5,18605,30462.06,12830,18835,25095,12830,18817.5,9445,4972.5,6977.5,9445,4972.5,6977.5,9807.5,5765,7402.5,9807.5,5765,7402.5,11610,9887.5,10607.5,11610,9887.5,10607.5,11180,9375,10555,11180,9375,10555
2023-02-15,11.04,0,0,0,0,0,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.456,46.896,64.152,84.432,46.896,64.064,87.728,45.728,64.96,84.792,45.728,64.936,34.448,20.432,26.4,34.448,20.432,26.4,36.72,21.984,29.432,36.72,21.984,29.432,41.16,36.248,39.232,41.16,36.248,39.232,41.824,34.872,39.088,41.824,34.872,39.088,1.75174013921114,0,0.0099009900990099,0,0,0,1.75373134328358,0,0.00256410256410256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31149.84,14655,20047.5,26385,14655,20020,31435.52,14290,20300,26497.5,14290,20292.5,10765,6385,8250,10765,6385,8250,11475,6870,9197.5,11475,6870,9197.5,12862.5,11327.5,12260,12862.5,11327.5,12260,13070,10897.5,12215,13070,10897.5,12215
2023-02-16,11.66,0,0,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.248,48.312,66.272,86.872,48.312,66.208,88.432,46.304,67.464,86.328,46.304,67.416,37.864,23.368,29.112,37.864,23.368,29.112,37.808,23.696,30.808,37.808,23.696,30.808,44.2,38.984,42.216,44.2,38.984,42.216,44.968,38.168,41.52,44.96,38.168,41.52,1.6031746031746,0,0.00804289544235925,0,0,0,1.62264150943396,0,0.010126582278481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31611.86,15097.5,20710,27147.5,15097.5,20690,31793.92,14470,21082.5,26977.5,14470,21067.5,11832.5,7302.5,9097.5,11832.5,7302.5,9097.5,11815,7405,9627.5,11815,7405,9627.5,13812.5,12182.5,13192.5,13812.5,12182.5,13192.5,14052.5,11927.5,12975,14050,11927.5,12975
2023-02-17,13.7,0,0,0,0,0,13.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,89.752,52.648,71.096,91.816,52.648,71.056,89.368,50.168,70.52,89.896,50.168,70.488,39.448,24.424,30.024,39.448,24.424,30.024,39.112,25.176,32.968,39.112,25.176,32.968,47.752,42.6,46.512,47.752,42.6,46.512,48.792,40.936,44.976,48.984,40.936,44.976,1.66586538461538,0,0.00490196078431373,0,0,0,1.74371859296482,0,0.00506329113924051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32787.7,16452.5,22217.5,28692.5,16452.5,22205,32550.06,15677.5,22037.5,28092.5,15677.5,22027.5,12327.5,7632.5,9382.5,12327.5,7632.5,9382.5,12222.5,7867.5,10302.5,12222.5,7867.5,10302.5,14922.5,13312.5,14535,14922.5,13312.5,14535,15289.02,12792.5,14055,15307.5,12792.5,14055
2023-02-18,16.98,0,0.26,0,0,0,15.2,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,90.496,58.848,75.936,97.24,58.848,76.352,90.464,56.048,76.008,93.8,56.048,76.056,40.224,24.576,30.104,40.224,24.576,30.104,40.6,24.552,32.792,40.6,24.552,32.792,48.656,42.952,47.552,48.656,42.952,47.552,50.784,43.056,46.968,50.88,43.056,46.968,1.51650943396226,0,0.00453514739229025,0,0,0,1.61792452830189,0,0.0068649885583524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34155.08,18390,23819.96,30387.5,18390,23860,33529.2,17515,23766.34,29312.5,17515,23767.5,12570,7680,9407.5,12570,7680,9407.5,12687.5,7672.5,10247.5,12687.5,7672.5,10247.5,15205,13422.5,14860,15205,13422.5,14860,15897.68,13455,14677.5,15900,13455,14677.5
2023-02-19,13.38,0,0,0,0,0,12.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,88.616,49.288,67.328,88.416,49.288,67.248,87.872,47.352,67.752,85.984,47.352,67.744,34.616,18.344,24.592,34.616,18.344,24.592,34.16,18.552,26.296,34.16,18.552,26.296,43.536,36.104,41.128,43.536,36.104,41.128,44.208,36.304,40.704,44.176,36.304,40.704,1.66517857142857,0,0.00246305418719212,0,0,0,1.82701421800948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574712643678161,0,0,0,0,0,32321.98,15402.5,21040,27630,15402.5,21015,31674.28,14797.5,21172.5,26870,14797.5,21170,10817.5,5732.5,7685,10817.5,5732.5,7685,10675,5797.5,8217.5,10675,5797.5,8217.5,13605,11282.5,12852.5,13605,11282.5,12852.5,13821.92,11345,12720,13805,11345,12720
