"day","node","q05","q5","q95","mean","q10","q25","q75","q90","q025","q975","measure","date"
47,"P1_B_BCap_Blos_BArr",78.18,91.2,92,88.248,79.56,86.7,91.6,92,67.15,92,"occ",2023-02-16
48,"P1_B_BCap_Blos_BArr",82.54,91.4,92,89.752,85.56,90.9,91.9,92,73.32,92,"occ",2023-02-17
49,"P1_B_BCap_Blos_BArr",87.18,91.6,92,90.496,90.4,91.2,92,92,76.83,92,"occ",2023-02-18
50,"P1_B_BCap_Blos_BArr",78.24,91.4,92,88.616,80,87.2,92,92,74.32,92,"occ",2023-02-19
51,"P1_B_BCap_Blos_BArr",66.68,91.2,92,85.64,73.84,79.8,91.6,92,64.98,92,"occ",2023-02-20
52,"P1_B_BCap_Blos_BArr",66.8,91,92,84.968,68.72,79.2,91.9,92,66.49,92,"occ",2023-02-21
53,"P1_B_BCap_Blos_BArr",69.92,91.4,92,85.976,72.28,83.3,91.6,92,65.17,92,"occ",2023-02-22
54,"P1_B_BCap_Blos_BArr",72,91.2,92,86.624,75.76,83.7,91.6,92,71.38,92,"occ",2023-02-23
55,"P1_B_BCap_Blos_BArr",76.8,91.2,92,88.136,78.28,86.1,91.9,92,75.25,92,"occ",2023-02-24
56,"P1_B_BCap_Blos_BArr",81.78,91.2,92,89.568,83.2,90.8,92,92,77.26,92,"occ",2023-02-25
57,"P1_B_BCap_Blos_BArr",75.88,91.6,92,87.944,77.92,85.8,92,92,67.05,92,"occ",2023-02-26
58,"P1_B_BCap_Blos_BArr",68.4,90.8,92,84.808,70.28,79.4,91.6,92,58.17,92,"occ",2023-02-27
59,"P1_B_BCap_Blos_BArr",65.68,90.4,92,84.304,69.6,77.6,92,92,61.56,92,"occ",2023-02-28
60,"P1_B_BCap_Blos_BArr",71.04,91,92,86.392,73.6,84.1,91.9,92,64.95,92,"occ",2023-03-01
61,"P1_B_BCap_Blos_BArr",73.52,91.2,92,87.536,79.12,86.7,92,92,70.94,92,"occ",2023-03-02
62,"P1_B_BCap_Blos_BArr",78.14,91.2,92,88.728,80.36,89.2,92,92,70.16,92,"occ",2023-03-03
63,"P1_B_BCap_Blos_BArr",79.56,91.6,92,89.872,84.36,91.2,91.9,92,78.89,92,"occ",2023-03-04
64,"P1_B_BCap_Blos_BArr",74,91.2,92,88.128,76.76,88.6,92,92,73.69,92,"occ",2023-03-05
65,"P1_B_BCap_Blos_BArr",69.56,91.2,92,85.632,71.44,78.5,91.6,92,68.58,92,"occ",2023-03-06
66,"P1_B_BCap_Blos_BArr",68.76,89,92,85.392,73.56,80.6,91.6,92,67.78,92,"occ",2023-03-07
67,"P1_B_BCap_Blos_BArr",75.16,90.6,92,86.8,77.12,81.9,91.6,92,70.46,92,"occ",2023-03-08
68,"P1_B_BCap_Blos_BArr",76.5,91.2,92,87.64,79.92,85.3,91.9,92,73.12,92,"occ",2023-03-09
69,"P1_B_BCap_Blos_BArr",80.5,91.2,92,89.264,84.48,88.4,91.9,92,75.88,92,"occ",2023-03-10
70,"P1_B_BCap_Blos_BArr",84.98,91.6,92,90.656,87.6,91.2,92,92,84.49,92,"occ",2023-03-11
71,"P1_B_BCap_Blos_BArr",76.98,91.6,92,88.848,79.48,90.9,92,92,75.56,92,"occ",2023-03-12
72,"P1_B_BCap_Blos_BArr",70.9,91,92,86.264,73.92,81.7,92,92,69.69,92,"occ",2023-03-13
73,"P1_B_BCap_Blos_BArr",71.38,90.8,92,86.4,73.96,83.1,92,92,68.1,92,"occ",2023-03-14
74,"P1_B_BCap_Blos_BArr",75.36,91.2,92,88.8,81.96,88.1,92,92,72.89,92,"occ",2023-03-15
75,"P1_B_BCap_Blos_BArr",79.56,91.4,92,89.112,81.8,88,91.9,92,78.27,92,"occ",2023-03-16
76,"P1_B_BCap_Blos_BArr",80.6,91.6,92,89.824,86.2,90.8,92,92,74.77,92,"occ",2023-03-17
77,"P1_B_BCap_Blos_BArr",85.34,91.6,92,90.48,90.2,91.2,92,92,81.39,92,"occ",2023-03-18
78,"P1_B_BCap_Blos_BArr",76.32,91.2,92,88.64,80.24,89.6,92,92,75.29,92,"occ",2023-03-19
79,"P1_B_BCap_Blos_BArr",69.16,91.2,92,85.568,71.08,79.6,91.6,92,68.18,92,"occ",2023-03-20
80,"P1_B_BCap_Blos_BArr",67.2,90.2,92,85.304,70.96,79.9,91.6,92,65.34,92,"occ",2023-03-21
81,"P1_B_BCap_Blos_BArr",76.98,91,92,87.936,79.44,86.2,91.6,92,74.01,92,"occ",2023-03-22
82,"P1_B_BCap_Blos_BArr",77.38,91.2,92,88.424,79.16,86.3,91.9,92,76.58,92,"occ",2023-03-23
83,"P1_B_BCap_Blos_BArr",84.18,91.2,92,89.912,85.2,89.8,91.6,92,80.59,92,"occ",2023-03-24
84,"P1_B_BCap_Blos_BArr",88.58,91.6,92,91.096,89.2,91.2,92,92,87.47,92,"occ",2023-03-25
85,"P1_B_BCap_Blos_BArr",80.98,91.4,92,89.744,83.04,90.8,92,92,79.25,92,"occ",2023-03-26
86,"P1_B_BCap_Blos_BArr",72.36,88.2,92,85.528,75,79.9,91.6,92,70.45,92,"occ",2023-03-27
87,"P1_B_BCap_Blos_BArr",71.96,88.4,92,85.176,74.6,79.2,91.6,92,68.81,92,"occ",2023-03-28
88,"P1_B_BCap_Blos_BArr",75.12,90.8,92,87.128,76.36,83.8,91.9,92,74.4,92,"occ",2023-03-29
89,"P1_B_BCap_Blos_BArr",74.68,91.2,92,87.168,77.84,82.7,92,92,71.74,92,"occ",2023-03-30
90,"P1_B_BCap_Blos_BArr",78.18,91.2,92,87.936,79.56,84.6,92,92,73.35,92,"occ",2023-03-31
91,"P1_B_BCap_Blos_BArr",81.12,91.6,92,89.992,85.64,90.9,92,92,80.09,92,"occ",2023-04-01
92,"P1_B_BCap_Blos_BArr",72,91.2,92,87.008,76.88,82.4,91.9,92,69.21,92,"occ",2023-04-02
93,"P1_B_BCap_Blos_BArr",65.88,89.8,92,83.176,68.8,74,91.6,92,60.15,92,"occ",2023-04-03
94,"P1_B_BCap_Blos_BArr",64.86,86.8,92,82.888,67.6,76.8,91.6,92,63.29,92,"occ",2023-04-04
95,"P1_B_BCap_Blos_BArr",68.32,90.6,92,85.736,76.8,79.6,91.6,92,67.29,92,"occ",2023-04-05
96,"P1_B_BCap_Blos_BArr",76.36,90.4,92,86.784,78.28,83,91.6,92,69.8,92,"occ",2023-04-06
97,"P1_B_BCap_Blos_BArr",75.04,91.2,92,88.088,79.96,86,91.6,92,72.36,92,"occ",2023-04-07
98,"P1_B_BCap_Blos_BArr",80.06,91.6,92,89.616,82.36,91.2,92,92,78.18,92,"occ",2023-04-08
99,"P1_B_BCap_Blos_BArr",71.22,91.2,92,87.72,76.68,87.5,92,92,68.36,92,"occ",2023-04-09
100,"P1_B_BCap_Blos_BArr",63.56,86.2,92,83.784,69.48,79.7,91.6,92,62.58,92,"occ",2023-04-10
101,"P1_B_BCap_Blos_BArr",65.12,85.8,92,82.688,67.8,75.2,91.6,92,60.06,92,"occ",2023-04-11
102,"P1_B_BCap_Blos_BArr",72.78,89.2,92,86.056,76.32,82,91.6,92,69.25,92,"occ",2023-04-12
103,"P1_B_BCap_Blos_BArr",75.52,90.8,92,87.288,78.56,85,91.6,92,73.56,92,"occ",2023-04-13
104,"P1_B_BCap_Blos_BArr",76.54,91.6,92,88.952,80.6,88.7,92,92,74.76,92,"occ",2023-04-14
105,"P1_B_BCap_Blos_BArr",86.8,91.6,92,90.888,88.32,91.2,92,92,86.8,92,"occ",2023-04-15
106,"P1_B_BCap_Blos_BArr",77.56,91.6,92,88.104,78.72,84.5,92,92,76.27,92,"occ",2023-04-16
107,"P1_B_BCap_Blos_BArr",68.6,87.2,92,83.816,71.92,76.3,91.6,92,64.63,92,"occ",2023-04-17
108,"P1_B_BCap_Blos_BArr",65.96,87.4,92,82.808,66.8,76.7,91.2,92,64.98,92,"occ",2023-04-18
109,"P1_B_BCap_Blos_BArr",64,91,92,84.512,69.88,77.1,91.6,92,60.4,92,"occ",2023-04-19
110,"P1_B_BCap_Blos_BArr",71.22,91.2,92,85.864,73.92,81.5,91.6,92,65.88,92,"occ",2023-04-20
111,"P1_B_BCap_Blos_BArr",73.16,91.2,92,87.704,75.96,85.2,92,92,72.49,92,"occ",2023-04-21
112,"P1_B_BCap_Blos_BArr",81.48,91.6,92,89.84,82.8,90.9,92,92,78.23,92,"occ",2023-04-22
113,"P1_B_BCap_Blos_BArr",72.58,91.2,92,87.64,77.6,84.5,91.6,92,69.61,92,"occ",2023-04-23
114,"P1_B_BCap_Blos_BArr",64.8,89.8,92,83.536,69.52,74.8,91.6,92,60.77,92,"occ",2023-04-24
115,"P1_B_BCap_Blos_BArr",65.92,85.4,92,82.256,68.68,74.6,91.6,92,63.96,92,"occ",2023-04-25
116,"P1_B_BCap_Blos_BArr",71.62,88.4,92,85.864,75.56,83.2,91.6,92,69.69,92,"occ",2023-04-26
117,"P1_B_BCap_Blos_BArr",71.34,91,92,86.632,74.24,83.3,91.9,92,70.49,92,"occ",2023-04-27
118,"P1_B_BCap_Blos_BArr",72.34,91.2,92,88.344,78.28,89.7,92,92,69.69,92,"occ",2023-04-28
119,"P1_B_BCap_Blos_BArr",84.52,91.6,92,90.704,89.12,91.2,92,92,80.76,92,"occ",2023-04-29
120,"P1_B_BCap_Blos_BArr",76.98,91.6,92,88.008,79.76,84.6,92,92,73.39,92,"occ",2023-04-30
121,"P1_B_BCap_Blos_BArr",67.66,88,92,83.904,72.28,77.6,91.6,92,65.47,92,"occ",2023-05-01
122,"P1_B_BCap_Blos_BArr",67.78,85,92,83.904,70.64,77.5,91.2,92,66.67,92,"occ",2023-05-02
123,"P1_B_BCap_Blos_BArr",73.38,88.4,92,86.288,77.4,82.2,92,92,69.79,92,"occ",2023-05-03
124,"P1_B_BCap_Blos_BArr",72.76,91.2,92,87.288,76.24,84.4,91.9,92,68.06,92,"occ",2023-05-04
125,"P1_B_BCap_Blos_BArr",81.52,91.2,92,89.304,83.16,89.2,91.6,92,78.32,92,"occ",2023-05-05
126,"P1_B_BCap_Blos_BArr",88.94,91.6,92,91.128,89.96,91.2,92,92,87.47,92,"occ",2023-05-06
127,"P1_B_BCap_Blos_BArr",79.78,90.8,92,88.528,81.52,85.8,91.6,92,78.98,92,"occ",2023-05-07
128,"P1_B_BCap_Blos_BArr",71.38,85.8,92,84.672,73.96,79.4,91.6,92,70.89,92,"occ",2023-05-08
129,"P1_B_BCap_Blos_BArr",69.78,84.4,92,83.536,71.88,77,91.6,92,69.29,92,"occ",2023-05-09
130,"P1_B_BCap_Blos_BArr",73.74,87.6,92,85.144,75.52,78.9,91.6,92,73.2,92,"occ",2023-05-10
131,"P1_B_BCap_Blos_BArr",74.98,89.4,92,86.52,77.84,81.5,91.6,92,72.94,92,"occ",2023-05-11
132,"P1_B_BCap_Blos_BArr",76.4,91,92,87.456,78.2,82.4,91.6,92,75.16,92,"occ",2023-05-12
133,"P1_B_BCap_Blos_BArr",82.16,91.6,92,89.84,85.16,91.2,92,92,76.59,92,"occ",2023-05-13
134,"P1_B_BCap_Blos_BArr",72.68,91.2,92,86.28,75.44,81.4,92,92,67.26,92,"occ",2023-05-14
135,"P1_B_BCap_Blos_BArr",64.38,84.8,92,82.016,67.56,73.5,91.6,92,58.06,92,"occ",2023-05-15
136,"P1_B_BCap_Blos_BArr",63.96,85,92,82.352,69.2,74.9,91.6,92,61.12,92,"occ",2023-05-16
137,"P1_B_BCap_Blos_BArr",72.36,89.2,92,85.08,73.2,78.9,91.6,92,71.07,92,"occ",2023-05-17
138,"P1_B_BCap_Blos_BArr",74.1,91,92,86.816,77,84.2,91.6,92,72.27,92,"occ",2023-05-18
139,"P1_B_BCap_Blos_BArr",77.26,91.6,92,88.632,80.36,88,92,92,75.07,92,"occ",2023-05-19
140,"P1_B_BCap_Blos_BArr",82.72,91.6,92,90.336,86.6,90.8,92,92,81.38,92,"occ",2023-05-20
141,"P1_B_BCap_Blos_BArr",71.3,91.2,92,87.416,76.8,85,92,92,68.85,92,"occ",2023-05-21
142,"P1_B_BCap_Blos_BArr",64.58,90.8,92,84.224,68.32,75.8,91.6,92,62.85,92,"occ",2023-05-22
143,"P1_B_BCap_Blos_BArr",62.1,89.6,92,84.032,70,78.6,91.6,92,58.72,92,"occ",2023-05-23
144,"P1_B_BCap_Blos_BArr",70.54,91.2,92,85.856,74.32,80.7,92,92,64.11,92,"occ",2023-05-24
145,"P1_B_BCap_Blos_BArr",74.98,91.2,92,87.056,78.88,84.4,91.6,92,65.81,92,"occ",2023-05-25
146,"P1_B_BCap_Blos_BArr",77.34,91.4,92,88.28,80.2,87,92,92,73.39,92,"occ",2023-05-26
147,"P1_B_BCap_Blos_BArr",84.24,91.6,92,90.344,87.52,90.8,92,92,82.49,92,"occ",2023-05-27
148,"P1_B_BCap_Blos_BArr",77.76,91.2,92,88.376,81.56,85.7,91.6,92,74.98,92,"occ",2023-05-28
149,"P1_B_BCap_Blos_BArr",69.22,90.8,92,84.872,71.56,77.7,91.9,92,66.05,92,"occ",2023-05-29
150,"P1_B_BCap_Blos_BArr",70.32,87.8,92,84.448,72.76,77.5,91.2,91.64,68.05,92,"occ",2023-05-30
151,"P1_B_BCap_Blos_BArr",72.98,90,92,85.656,74.28,79.9,91.6,92,72.49,92,"occ",2023-05-31
152,"P1_B_BCap_Blos_BArr",75.36,91,92,86.912,78.36,82.9,91.6,92,71.65,92,"occ",2023-06-01
153,"P1_B_BCap_Blos_BArr",78.98,91.2,92,88.896,82.76,88.1,92,92,74.46,92,"occ",2023-06-02
154,"P1_B_BCap_Blos_BArr",84.98,91.6,92,90.416,90.48,91.2,92,92,78.29,92,"occ",2023-06-03
155,"P1_B_BCap_Blos_BArr",78.16,91.2,92,89.112,83.4,89.3,91.6,92,74.76,92,"occ",2023-06-04
156,"P1_B_BCap_Blos_BArr",73.26,90.6,92,86.416,78.88,82.6,91.6,92,69.83,92,"occ",2023-06-05
157,"P1_B_BCap_Blos_BArr",72.72,88,92,85.104,74.4,81.8,91.6,92,67.97,92,"occ",2023-06-06
158,"P1_B_BCap_Blos_BArr",72.02,91.2,92,87.504,78,85,92,92,69.78,92,"occ",2023-06-07
159,"P1_B_BCap_Blos_BArr",74.54,91.2,92,88.424,81.88,87.3,91.6,92,72.76,92,"occ",2023-06-08
160,"P1_B_BCap_Blos_BArr",81.96,91.6,92,89.744,84.36,90.8,92,92,77.88,92,"occ",2023-06-09
161,"P1_B_BCap_Blos_BArr",87.48,91.4,92,90.576,90.68,91.2,92,92,76.79,92,"occ",2023-06-10
162,"P1_B_BCap_Blos_BArr",76.96,91.6,92,89.48,84.2,90.8,92,92,74.8,92,"occ",2023-06-11
163,"P1_B_BCap_Blos_BArr",74,91.2,92,86.608,74.8,81.7,91.6,92,68.42,92,"occ",2023-06-12
164,"P1_B_BCap_Blos_BArr",68.8,91,92,85.528,71.88,78.4,91.6,92,67.56,92,"occ",2023-06-13
165,"P1_B_BCap_Blos_BArr",74.36,91.2,92,87.672,77.84,85.6,91.6,92,72.76,92,"occ",2023-06-14
166,"P1_B_BCap_Blos_BArr",74.58,91.4,92,87.968,78.08,86.6,92,92,72.23,92,"occ",2023-06-15
167,"P1_B_BCap_Blos_BArr",77.92,91.4,92,89.192,81.16,90.8,91.6,92,75.96,92,"occ",2023-06-16
168,"P1_B_BCap_Blos_BArr",83.34,91.6,92,90.512,87.16,91.2,92,92,80.01,92,"occ",2023-06-17
169,"P1_B_BCap_Blos_BArr",75.58,91.6,92,88.472,80.32,88,91.9,92,72.36,92,"occ",2023-06-18
170,"P1_B_BCap_Blos_BArr",70,91.2,92,85.392,71.56,79.5,91.9,92,63.18,92,"occ",2023-06-19
171,"P1_B_BCap_Blos_BArr",63.96,90.2,92,84.792,69.56,79.2,91.6,92,63.29,92,"occ",2023-06-20
172,"P1_B_BCap_Blos_BArr",74.94,91.2,92,87.28,76.72,85.3,91.6,92,73.16,92,"occ",2023-06-21
173,"P1_B_BCap_Blos_BArr",75.28,91.2,92,88.296,81,87,91.6,92,69.61,92,"occ",2023-06-22
174,"P1_B_BCap_Blos_BArr",76.76,91.6,92,89.384,86.52,90.5,92,92,69.7,92,"occ",2023-06-23
175,"P1_B_BCap_Blos_BArr",81.78,91.6,92,90.104,90.52,91.2,92,92,71.49,92,"occ",2023-06-24
176,"P1_B_BCap_Blos_BArr",76.96,91.6,92,88.856,82.16,89.9,92,92,72.94,92,"occ",2023-06-25
177,"P1_B_BCap_Blos_BArr",69.2,89.6,92,85.216,73.96,80.9,91.6,92,66.41,92,"occ",2023-06-26
178,"P1_B_BCap_Blos_BArr",68.36,88.6,92,84.432,71.56,79,91.6,92,65.21,92,"occ",2023-06-27
179,"P1_B_BCap_Blos_BArr",73.62,91.2,92,87.68,81.24,85.4,92,92,71.07,92,"occ",2023-06-28
180,"P1_B_BCap_Blos_BArr",77.56,91.2,92,88.768,81.04,88.5,92,92,76.27,92,"occ",2023-06-29
181,"P1_B_BCap_Blos_BArr",73.16,91.2,92,89.008,83.4,88.4,92,92,72.49,92,"occ",2023-06-30
1,"P1_B_BCap_Blos_BArr",0,0,0,0,0,0,0,0,0,0,"waits",2023-01-01
2,"P1_B_BCap_Blos_BArr",0,0,1,0.0593023255813954,0,0,0,0,0,1,"waits",2023-01-02
3,"P1_B_BCap_Blos_BArr",0,0,1,0.238429172510519,0,0,0,1,0,2,"waits",2023-01-03
4,"P1_B_BCap_Blos_BArr",0,0,2,0.462897526501767,0,0,1,2,0,3,"waits",2023-01-04
5,"P1_B_BCap_Blos_BArr",0,0,3,0.667976424361493,0,0,1,2,0,3,"waits",2023-01-05
6,"P1_B_BCap_Blos_BArr",0,0,3,0.978260869565217,0,0,2,3,0,4,"waits",2023-01-06
7,"P1_B_BCap_Blos_BArr",0,1,3,1.17341040462428,0,0,2,3,0,4,"waits",2023-01-07
8,"P1_B_BCap_Blos_BArr",0,2,4,1.53596287703016,0,0,3,3,0,4,"waits",2023-01-08
9,"P1_B_BCap_Blos_BArr",0,2,4,1.50655021834061,0,0,3,3,0,4,"waits",2023-01-09
10,"P1_B_BCap_Blos_BArr",0,2,4,1.69417475728155,0,0,3,3,0,4,"waits",2023-01-10
11,"P1_B_BCap_Blos_BArr",0,2,4,1.79596977329975,0,0,3,3,0,4,"waits",2023-01-11
12,"P1_B_BCap_Blos_BArr",0,2,4,1.80575539568345,0,0,3,3.40000000000003,0,4,"waits",2023-01-12
13,"P1_B_BCap_Blos_BArr",0,2,4,1.85446009389671,0,1,3,3,0,4,"waits",2023-01-13
14,"P1_B_BCap_Blos_BArr",0,2,4,1.86552567237164,0,1,3,3.19999999999999,0,4,"waits",2023-01-14
15,"P1_B_BCap_Blos_BArr",0,2,4,1.83088235294118,0,1,3,4,0,4,"waits",2023-01-15
16,"P1_B_BCap_Blos_BArr",0,2,4,1.94102564102564,0,1,3,3,0,4,"waits",2023-01-16
17,"P1_B_BCap_Blos_BArr",0,2,4,1.86802030456853,0,1,3,3,0,4,"waits",2023-01-17
18,"P1_B_BCap_Blos_BArr",0,2,4,1.88705882352941,0,1,3,3,0,4,"waits",2023-01-18
19,"P1_B_BCap_Blos_BArr",0,2,4,1.89948453608247,0,1,3,4,0,4,"waits",2023-01-19
20,"P1_B_BCap_Blos_BArr",0,2,4,1.72704081632653,0,0,3,3,0,4,"waits",2023-01-20
21,"P1_B_BCap_Blos_BArr",0,2,4,1.83709273182957,0,1,3,4,0,5,"waits",2023-01-21
22,"P1_B_BCap_Blos_BArr",0,2,4,1.87272727272727,0,1,3,4,0,4,"waits",2023-01-22
23,"P1_B_BCap_Blos_BArr",0,2,4,1.96323529411765,0,1,3,4,0,5,"waits",2023-01-23
24,"P1_B_BCap_Blos_BArr",0,2,4,1.94919168591224,0,1,3,4,0,5,"waits",2023-01-24
25,"P1_B_BCap_Blos_BArr",0,2,4,2.04569892473118,0,1,3,4,0,5,"waits",2023-01-25
26,"P1_B_BCap_Blos_BArr",0,2,4,1.85819070904645,0,1,3,4,0,5,"waits",2023-01-26
27,"P1_B_BCap_Blos_BArr",0,2,4,1.65238095238095,0,0,3,3,0,5,"waits",2023-01-27
28,"P1_B_BCap_Blos_BArr",0,1,5,1.7425,0,1,3,4,0,5,"waits",2023-01-28
29,"P1_B_BCap_Blos_BArr",0,2,4,1.79024390243902,0,1,3,4,0,5,"waits",2023-01-29
30,"P1_B_BCap_Blos_BArr",0,2,4,1.78333333333333,0,0,3,4,0,5,"waits",2023-01-30
31,"P1_B_BCap_Blos_BArr",0,2,5,1.76616915422886,0,0,3,4,0,5,"waits",2023-01-31
32,"P1_B_BCap_Blos_BArr",0,2,5,1.86376021798365,0,0,3,4,0,6,"waits",2023-02-01
33,"P1_B_BCap_Blos_BArr",0,2,5,1.74412532637076,0,0,3,4,0,6,"waits",2023-02-02
34,"P1_B_BCap_Blos_BArr",0,2,5,1.80048661800487,0,0,3,4,0,6,"waits",2023-02-03
35,"P1_B_BCap_Blos_BArr",0,2,5,1.81622911694511,0,0,3,4,0,6.55000000000001,"waits",2023-02-04
36,"P1_B_BCap_Blos_BArr",0,2,5,1.8584686774942,0,0,3,4,0,6,"waits",2023-02-05
37,"P1_B_BCap_Blos_BArr",0,2,5,1.81662591687042,0,0,3,4,0,6,"waits",2023-02-06
38,"P1_B_BCap_Blos_BArr",0,2,6,1.94794520547945,0,0,3,4,0,7,"waits",2023-02-07
39,"P1_B_BCap_Blos_BArr",0,2,5,1.76354679802956,0,0,3,4,0,7,"waits",2023-02-08
40,"P1_B_BCap_Blos_BArr",0,1,5,1.68721461187215,0,0,3,4,0,6,"waits",2023-02-09
41,"P1_B_BCap_Blos_BArr",0,1,6,1.73762376237624,0,0,3,4,0,7,"waits",2023-02-10
42,"P1_B_BCap_Blos_BArr",0,1,6,1.70437017994859,0,0,3,4,0,7,"waits",2023-02-11
43,"P1_B_BCap_Blos_BArr",0,1,5,1.53712871287129,0,0,3,4,0,6,"waits",2023-02-12
44,"P1_B_BCap_Blos_BArr",0,1,5,1.56171284634761,0,0,2,4,0,6,"waits",2023-02-13
45,"P1_B_BCap_Blos_BArr",0,1,6,1.69132653061224,0,0,3,4,0,7,"waits",2023-02-14
46,"P1_B_BCap_Blos_BArr",0,1,6,1.75174013921114,0,0,3,4,0,7,"waits",2023-02-15
47,"P1_B_BCap_Blos_BArr",0,1,6,1.6031746031746,0,0,3,4,0,7,"waits",2023-02-16
48,"P1_B_BCap_Blos_BArr",0,1,6,1.66586538461538,0,0,3,4,0,7.625,"waits",2023-02-17
49,"P1_B_BCap_Blos_BArr",0,1,5,1.51650943396226,0,0,3,4,0,6,"waits",2023-02-18
50,"P1_B_BCap_Blos_BArr",0,1,7,1.66517857142857,0,0,2,5,0,8,"waits",2023-02-19
51,"P1_B_BCap_Blos_BArr",0,1,5.75,1.47290640394089,0,0,2,4,0,7,"waits",2023-02-20
52,"P1_B_BCap_Blos_BArr",0,1,5,1.55172413793103,0,0,2,4,0,6,"waits",2023-02-21
53,"P1_B_BCap_Blos_BArr",0,1,6,1.74043715846995,0,0,3,4,0,6,"waits",2023-02-22
54,"P1_B_BCap_Blos_BArr",0,1,5,1.43026004728132,0,0,2,4,0,7,"waits",2023-02-23
55,"P1_B_BCap_Blos_BArr",0,1,5,1.53587443946188,0,0,3,4,0,6,"waits",2023-02-24
56,"P1_B_BCap_Blos_BArr",0,1,5,1.62631578947368,0,0,3,4,0,6.52499999999998,"waits",2023-02-25
57,"P1_B_BCap_Blos_BArr",0,1,5,1.50990099009901,0,0,2,4,0,7,"waits",2023-02-26
58,"P1_B_BCap_Blos_BArr",0,1,6,1.57971014492754,0,0,2,4,0,9,"waits",2023-02-27
59,"P1_B_BCap_Blos_BArr",0,1,5,1.45635910224439,0,0,2,4,0,7,"waits",2023-02-28
60,"P1_B_BCap_Blos_BArr",0,1,4,1.3696682464455,0,0,2,3,0,6,"waits",2023-03-01
61,"P1_B_BCap_Blos_BArr",0,1,5,1.60097323600973,0,0,3,4,0,7,"waits",2023-03-02
62,"P1_B_BCap_Blos_BArr",0,1,6,1.51053864168618,0,0,2,4,0,8,"waits",2023-03-03
63,"P1_B_BCap_Blos_BArr",0,1,5,1.39810426540284,0,0,2,4,0,7,"waits",2023-03-04
64,"P1_B_BCap_Blos_BArr",0,1,5,1.41538461538462,0,0,2,4,0,7,"waits",2023-03-05
65,"P1_B_BCap_Blos_BArr",0,1,5,1.55,0,0,2,4,0,8,"waits",2023-03-06
66,"P1_B_BCap_Blos_BArr",0,1,4,1.21784776902887,0,0,2,3,0,6.5,"waits",2023-03-07
67,"P1_B_BCap_Blos_BArr",0,1,5,1.42175066312997,0,0,2,4,0,7,"waits",2023-03-08
68,"P1_B_BCap_Blos_BArr",0,1,7,1.49210526315789,0,0,2,4,0,8,"waits",2023-03-09
69,"P1_B_BCap_Blos_BArr",0,0,4,1.27154046997389,0,0,2,4,0,5,"waits",2023-03-10
70,"P1_B_BCap_Blos_BArr",0,0,5,1.37435897435897,0,0,2,4,0,7,"waits",2023-03-11
71,"P1_B_BCap_Blos_BArr",0,1,5,1.40509259259259,0,0,2,4,0,8,"waits",2023-03-12
72,"P1_B_BCap_Blos_BArr",0,1,5,1.27160493827161,0,0,2,3.60000000000002,0,7,"waits",2023-03-13
73,"P1_B_BCap_Blos_BArr",0,0,5.69999999999999,1.36784741144414,0,0,2,4,0,7,"waits",2023-03-14
74,"P1_B_BCap_Blos_BArr",0,0,5,1.41747572815534,0,0,2,4,0,10.725,"waits",2023-03-15
75,"P1_B_BCap_Blos_BArr",0,0,5,1.27777777777778,0,0,2,3.69999999999999,0,8,"waits",2023-03-16
76,"P1_B_BCap_Blos_BArr",0,1,6,1.40995260663507,0,0,2,4,0,7,"waits",2023-03-17
77,"P1_B_BCap_Blos_BArr",0,0,5,1.36010362694301,0,0,2,4,0,7.375,"waits",2023-03-18
78,"P1_B_BCap_Blos_BArr",0,0,5,1.30617283950617,0,0,2,4,0,8,"waits",2023-03-19
79,"P1_B_BCap_Blos_BArr",0,1,5,1.41190476190476,0,0,2,4,0,7,"waits",2023-03-20
80,"P1_B_BCap_Blos_BArr",0,1,6,1.64578313253012,0,0,2,4,0,13,"waits",2023-03-21
81,"P1_B_BCap_Blos_BArr",0,1,6,1.51813471502591,0,0,2,4,0,12,"waits",2023-03-22
82,"P1_B_BCap_Blos_BArr",0,1,5,1.33415841584158,0,0,2,4,0,7,"waits",2023-03-23
83,"P1_B_BCap_Blos_BArr",0,0,7,1.55474452554745,0,0,2,4,0,8.75,"waits",2023-03-24
84,"P1_B_BCap_Blos_BArr",0,1,5,1.32917705735661,0,0,2,4,0,7,"waits",2023-03-25
85,"P1_B_BCap_Blos_BArr",0,0,6,1.17745803357314,0,0,1,4,0,7,"waits",2023-03-26
86,"P1_B_BCap_Blos_BArr",0,0,5.25,1.3031914893617,0,0,1,4,0,8,"waits",2023-03-27
87,"P1_B_BCap_Blos_BArr",0,0,6,1.52010050251256,0,0,2,4,0,12,"waits",2023-03-28
88,"P1_B_BCap_Blos_BArr",0,1,6.19999999999999,1.57330415754923,0,0,2,4,0,8,"waits",2023-03-29
89,"P1_B_BCap_Blos_BArr",0,0,7,1.55860349127182,0,0,2,4,0,14,"waits",2023-03-30
90,"P1_B_BCap_Blos_BArr",0,0,6,1.50835322195704,0,0,2,4,0,10.2,"waits",2023-03-31
91,"P1_B_BCap_Blos_BArr",0,1,7,1.64824120603015,0,0,2,4,0,14,"waits",2023-04-01
92,"P1_B_BCap_Blos_BArr",0,0,5.19999999999999,1.16067146282974,0,0,1,4,0,8,"waits",2023-04-02
93,"P1_B_BCap_Blos_BArr",0,0,7,1.44529262086514,0,0,2,4,0,8,"waits",2023-04-03
