"node","time","measure","q05","q5","q95","mean","q10","q25","q75","q90","q025","q975","capacity","node_name"
1,12,"niq",0.215450230279926,12.0133680632385,24.0640279948152,11.7139332078049,1.6092330518689,5.89454304760393,16.9876674782397,21.8103633234502,0.0426329112905767,25.2013623037651,102,"P2_B_BCap_Blos_S1Arr"
1,12,"occ",101.996948507092,102,102,101.916505746733,102,102,102,102,101.28219590086,102,102,"P2_B_BCap_Blos_S1Arr"
1,13,"niq",0.554170830185528,11.1528228814256,24.7033504711892,11.6277940601855,1.36464859317502,5.89517944426506,17.5171237162162,21.0749739400208,0.0435797328798078,25.686207800294,102,"P2_B_BCap_Blos_S1Arr"
1,13,"occ",102,102,102,101.939347752102,102,102,102,102,101.231962465317,102,102,"P2_B_BCap_Blos_S1Arr"
1,14,"niq",1.36390603866349,11.3600538356631,24.3255652325879,11.5411018434583,2.77145885674864,5.90446187219236,15.1940517349488,23.0257643139317,0.286317492494672,25.7403180591571,102,"P2_B_BCap_Blos_S1Arr"
1,14,"occ",101.99248249083,102,102,101.900907596688,102,102,102,102,101.980314471419,102,102,"P2_B_BCap_Blos_S1Arr"
1,15,"niq",0.0384896877165609,10.0398809791295,23.3273329216546,10.0837084223347,0.774491797876769,3.13217186211403,13.8836208329978,22.0947156788733,0.000130492549318417,25.8956545433681,102,"P2_B_BCap_Blos_S1Arr"
1,15,"occ",101.36619651943,102,102,101.881925285282,101.996333965694,102,102,102,100.606017833409,102,102,"P2_B_BCap_Blos_S1Arr"
1,16,"niq",0,7.26636404154779,23.3245772939297,8.5297152381175,0,1.01918058420686,13.5136143583447,20.9245308122403,0,25.0405711429059,102,"P2_B_BCap_Blos_S1Arr"
1,16,"occ",100.570678901063,102,102,101.754537166751,101.364855304492,101.982190968094,102,102,99.7361063600781,102,102,"P2_B_BCap_Blos_S1Arr"
1,17,"niq",0,6.05396086231317,23.8191068720344,8.11012332358064,0,0.875053351174164,11.9399073982365,21.1727126257854,0,25.4055441278546,102,"P2_B_BCap_Blos_S1Arr"
1,17,"occ",97.5823701679259,102,102,101.338724625666,98.985067991148,101.996257798119,102,102,96.9193485667592,102,102,"P2_B_BCap_Blos_S1Arr"
1,18,"niq",0,7.15713626091024,20.1961957577928,7.97248952737822,0,0.140734010059856,12.3811996860279,19.8434351883314,0,22.6809601617504,102,"P2_B_BCap_Blos_S1Arr"
1,18,"occ",97.5610286029722,102,102,101.264647167452,99.0217434187532,101.939538224458,102,102,96.4205508919627,102,102,"P2_B_BCap_Blos_S1Arr"
1,19,"niq",0,5.68039050175229,20.1249362637204,7.57038676768905,0,0.0386784316144166,12.756728149065,19.1034000130412,0,20.7798191073817,102,"P2_B_BCap_Blos_S1Arr"
1,19,"occ",95.3146205430856,102,102,100.868828634416,97.262695565452,101.249735715529,102,102,94.8437082100979,102,102,"P2_B_BCap_Blos_S1Arr"
1,20,"niq",0,5.13351658920869,19.8793023471426,7.36742429202804,0,0.0609906249222523,11.8308045335722,17.313580599341,0,20.8552017468923,102,"P2_B_BCap_Blos_S1Arr"
1,20,"occ",94.2294461757462,102,102,100.639085568193,96.8867279883718,101.989076687143,102,102,90.9295323299357,102,102,"P2_B_BCap_Blos_S1Arr"
1,21,"niq",0,5.93171692670163,19.1949444823976,7.54856487321144,0,0.309342862922662,12.9650771560372,16.9099051832627,0,21.6071156204296,102,"P2_B_BCap_Blos_S1Arr"
1,21,"occ",95.2804108813552,102,102,100.847338127019,97.4940306348055,101.978775006439,102,102,93.5018698846903,102,102,"P2_B_BCap_Blos_S1Arr"
1,22,"niq",0,4.34301517259929,19.025247116388,6.38833097859713,0,0.00249339851255153,11.1387322015212,16.1095278422848,0,19.7975242262473,102,"P2_B_BCap_Blos_S1Arr"
1,22,"occ",93.6157495031421,102,102,100.48512746276,94.8492668190112,101.052408585034,102,102,93.3315730669681,102,102,"P2_B_BCap_Blos_S1Arr"
1,23,"niq",0,3.54047180053487,16.4425776594093,5.5436991847711,0,0,8.93133942614596,14.034453415628,0,18.4504813416192,102,"P2_B_BCap_Blos_S1Arr"
1,23,"occ",91.019093576547,102,102,99.8108033456486,91.9870522999014,100.599716219948,102,102,90.5957307897894,102,102,"P2_B_BCap_Blos_S1Arr"
1,24,"niq",0,2.34402553527894,15.2693859080937,5.09159064226375,0,0,8.67787255811867,14.2221199399099,0,16.425967637056,102,"P2_B_BCap_Blos_S1Arr"
1,24,"occ",89.9456120065243,102,102,99.2880151061769,91.0133182378457,97.4868156603787,102,102,89.1473995372273,102,102,"P2_B_BCap_Blos_S1Arr"
1,25,"niq",0,3.06841788959661,18.3141943563234,5.73455776417816,0,0,9.40613687173,15.2331945057476,0,18.7922043531423,102,"P2_B_BCap_Blos_S1Arr"
1,25,"occ",90.0760107263288,102,102,99.4734654282267,92.2131839588128,97.2622677009281,102,102,88.7436011707383,102,102,"P2_B_BCap_Blos_S1Arr"
1,26,"niq",0,2.50979374668515,16.6195657685625,5.6008951243682,0,0,9.70682081316837,14.0534478019795,0,21.7765662962749,102,"P2_B_BCap_Blos_S1Arr"
1,26,"occ",88.9621136187818,102,102,99.2800297486975,91.591794989813,98.6522555094879,102,102,88.0694415061367,102,102,"P2_B_BCap_Blos_S1Arr"
1,27,"niq",0,3.03111211873318,19.0420135716356,6.28823531303427,0,0,10.9947141982507,15.0358365388267,0,22.9695056558703,102,"P2_B_BCap_Blos_S1Arr"
1,27,"occ",91.1759034451974,102,102,99.5815230172973,93.0267384270044,99.2523200399174,102,102,89.9326497027398,102,102,"P2_B_BCap_Blos_S1Arr"
1,28,"niq",0,3.14596378957983,21.0970973402358,6.37360260504746,0,0,10.4756721563519,15.5493905068716,0,23.3017816178177,102,"P2_B_BCap_Blos_S1Arr"
1,28,"occ",91.2466755034625,102,102,99.8013423400991,94.205621504186,99.1003399518817,102,102,90.8695869450643,102,102,"P2_B_BCap_Blos_S1Arr"
1,29,"niq",0,3.06951876238454,20.7706466020446,5.65485546916317,0,0,7.72372943000435,16.1388131401652,0,21.7652618162946,102,"P2_B_BCap_Blos_S1Arr"
1,29,"occ",89.8880000095851,102,102,99.1054410132,92.7817619028778,96.5862658411102,102,102,87.4224537268803,102,102,"P2_B_BCap_Blos_S1Arr"
1,30,"niq",0,1.19895852852612,20.2214919690139,5.15124720342217,0,0,7.74255364647939,14.9259977764784,0,21.1406269784322,102,"P2_B_BCap_Blos_S1Arr"
1,30,"occ",88.356248581017,101.996280260587,102,98.7806935228192,92.2091442254498,96.8457188330463,102,102,84.5958094273157,102,102,"P2_B_BCap_Blos_S1Arr"
1,31,"niq",0,0.75119840993888,21.2923664602628,4.88138972188897,0,0,6.97835596861609,15.9437270249701,0,22.1186688440266,102,"P2_B_BCap_Blos_S1Arr"
1,31,"occ",87.1822151402754,101.988215316685,102,98.5941474347741,93.4217000921652,95.4483204707039,102,102,85.3953362009428,102,102,"P2_B_BCap_Blos_S1Arr"
1,32,"niq",0,0.00552384823556493,21.2667384162805,5.47524686379555,0,0,8.67364927707472,16.1591236462604,0,26.8740745440267,102,"P2_B_BCap_Blos_S1Arr"
1,32,"occ",88.1958277544276,101.311694062322,102,98.4583177199529,93.4932039042779,95.0678984381183,102,102,86.9139155470775,102,102,"P2_B_BCap_Blos_S1Arr"
1,33,"niq",0,0.41590072096114,22.8726501599168,5.50658569372444,0,0,8.0853432017902,16.1930909986615,0,25.8156863944333,102,"P2_B_BCap_Blos_S1Arr"
1,33,"occ",90.1699172563733,101.95423900146,102,98.5356824869841,90.7176576563045,95.8442882630445,102,102,89.0576581618564,102,102,"P2_B_BCap_Blos_S1Arr"
1,34,"niq",0,0.320640230720475,24.2645004923572,5.674427170782,0,0,9.07245570576524,16.4346268183498,0,26.6195509571107,102,"P2_B_BCap_Blos_S1Arr"
1,34,"occ",89.6312352135957,101.984106606717,102,98.7241420607064,92.806156891372,96.8620665998244,102,102,89.1276153915277,102,102,"P2_B_BCap_Blos_S1Arr"
1,35,"niq",0,0.276468709494433,24.7890268572074,5.99018052695962,0,0,10.2329617223431,15.5349309255002,0,29.3840269059831,102,"P2_B_BCap_Blos_S1Arr"
